it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Features,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen
0,Diesel,Sedan,"74,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 5 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1248 cc,Diesel,Third Party insurance,"74,000 Kms",First Owner,,Mar-17,5 Seats,Manual,2014,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",23.4 kmpl,1248 CC,74bhp@4000rpm,190Nm,14,5,Grey,DDiS Diesel Engine,1248,190Nm@2000rpm,4,4,CRDI,Yes,3995mm,1695mm,1555mm,2430mm,1060kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,DOHC,No,4.8metres,250 km/h,6.6 Seconds,1505kg,1485mm,1495mm,69.6 X 82 mm,17.6:1,190mm
0,Petrol,SUV,"23,000",Automatic,1,1st Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 16.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1451 cc,Petrol,Third Party,"23,000 Kms",Second Owner,,2017,5 Seats,Automatic,2020,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Glove Box Cooling', 'Voice Control', 'Gear Shift Indicator', 'Lane Change Indicator', 'Find My Car Location', 'Remote Horn Light Control', 'Adjustable Headrest', 'Power Boot', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Roof Rail', 'LEDDRLs', 'LEDHeadlights', 'LEDTaillights', 'LEDFog Lamps', 'Cornering Foglamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Tyre Pressure Monitor', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Hill Assist', 'View360Camera', 'Speed Alert', 'Geo Fence Alert', 'No Of Airbags', 'Eletronic Stability Control', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker', 'Android Auto']",13.96 kmpl,1451 CC,141bhp@5000rpm,250Nm,R17,5,Red,DDiS Diesel Engine,1451,250Nm@1600-3600rpm,4,4,CRDI,Yes,4655mm,1835mm,1760mm,2750mm,1800,6 Speed,FWD,5,Power,Disc,Disc,Radial,R17,5,587,DOHC,No,4.8metres,250 km/h,6.6 Seconds,1505kg,1485mm,1495mm,69.6 X 82 mm,17.6:1,190mm
0,Petrol,Hatchback,"32,192",Manual,1,1st Owner,Maruti,Maruti Alto K10,2015,10332,VXI,₹ 2.53 Lakh,₹ 2.63 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",998 cc,Petrol,Zero Dep,"32,192 Kms",Second Owner,,Jul-15,5 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Gear Shift Indicator', 'Air Conditioner', 'Heater', 'Digital Odometer', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Integrated Antenna', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Speed Sensing Auto Door Lock', 'Impact Sensing Auto Door Lock', 'Speed Alert', 'No Of Airbags', 'Radio', 'Speakers Front', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",24.39 kmpl,998 CC,65.71bhp@5500rpm,89Nm,R17,5,Silver,K10C,998,89Nm@3500rpm,3,4,CRDI,Yes,3530mm,1490,1520,2380,755,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless, Radial",R17,5,214,DOHC,No,4.5,250 km/h,6.6 Seconds,1505kg,1485mm,1495mm,69.6 X 82 mm,17.6:1,190mm
0,Petrol,Sedan,"53,930",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,10244,VXI,₹ 4.96 Lakh,₹ 5.10 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"53,930 Kms",First Owner,,Dec-14,5 Seats,Manual,2017,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Rear ACVents', 'Gear Shift Indicator', 'Adjustable Headrest', 'Power Boot', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Garnish', 'LEDTaillights', 'Halogen Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Speed Alert', 'No Of Airbags', 'Cd Player', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth']",22.41 kmpl,1197 CC,88.50bhp@6000rpm,113Nm,R17,5,White,K10C,1197,113Nm@4400rpm,4,4,CRDI,Yes,3995mm,1735,1515,2450,880-915,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",R17,4,378,DOHC,No,4.8,250 km/h,6.6 Seconds,1335,1485mm,1495mm,69.6 X 82 mm,17.6:1,160
0,Petrol,SUV,"70,000",Manual,2,2nd Owner,Ford,Ford Ecosport,2017,6087,1.5 Petrol Titanium BSIV,₹ 5.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1497 cc,Petrol,Comprehensive,"70,000 Kms",Second Owner,,2017,5 Seats,Manual,2017,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Gear Shift Indicator', 'Luggage Hook And Net', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'No Of Airbags', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",17 kmpl,1497 CC,121.31bhp@6500rpm,150Nm,16,5,Others,Ti-VCT Petrol Engine,1497,150Nm@4500rpm,3,4,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1242Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,DOHC,No,5.3 metres,250 km/h,6.6 Seconds,1660Kg,1485mm,1495mm,79 X 76.5 mm,11.0:1,160
0,Petrol,Sedan,"47,121",Manual,2,2nd Owner,Honda,Honda City,2015,1275,i VTEC SV,₹ 5.54 Lakh,₹ 5.70 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1497 cc,Petrol,Comprehensive,"47,121 Kms",First Owner,,2023,7 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Wheel Covers', 'Power Antenna', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Ebd', 'Anti Theft Device', 'Radio', 'Speakers Front', 'Speakers Rear']",17.4 kmpl,1497 CC,117.3bhp@6600rpm,145Nm,16,5,Red,i VTEC Engine,1497,145Nm@4600rpm,4,4,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1042kg,5 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,1660Kg,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,160
0,Diesel,SUV,"65,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2014,2252,4x2 AT,₹ 14.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",2982 cc,Diesel,Third Party insurance,"65,000 Kms",First Owner,,2016,5 Seats,Automatic,2014,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Voice Control', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Side Stepper', 'Outside Rear View Mirror Turn Indicators', 'Smoke Headlamps', 'Roof Rail', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Automatic Head Lamps', 'Rear Camera', 'Anti Theft Device', 'Cd Player', 'Dvd Player', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen']",12.55 kmpl,2982 CC,168.5bhp@3600rpm,360Nm,17,7,White,D-4D Diesel Engine,2982,360Nm@1400-3200rpm,4,4,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed ,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,DOHC,No,5.6 metres,176 Kmph,9.6 Seconds,2510kg,1540mm,1540mm,73.0 X 89.4 mm,10.3:1,160
0,Petrol,Hatchback,"39,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2017,5696,1.2 Era,₹ 4.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"39,000 Kms",Third Owner,,2009,5 Seats,Manual,2017,"['Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Cup Holders Front', 'Tailgate Ajar', 'Gear Shift Indicator', 'Battery Saver', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Integrated Antenna', 'Rear Spoiler', 'Centeral Locking', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Anti Theft Device', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock']",18.6 kmpl,1197 CC,81.83bhp@6000rpm,114.7Nm,17,5,White,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4,4,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,2510kg,1505mm,1503mm,73.0 X 89.4 mm,10.3:1,160
0,Cng,SUV,"20,000",Manual,1,1st Owner,Maruti,Maruti Grand Vitara,2023,10516,Delta CNG,₹ 14.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1462 cc,CNG,Third Party insurance,"20,000 Kms",Second Owner,,2017,5 Seats,Manual,2023,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Engine Start Stop Button', 'Gear Shift Indicator', 'Adjustable Headrest', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Wheel Covers', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'LEDDRLs', 'LEDTaillights', 'Projector Headlamps', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Isofix Child Seat Mounts', 'Hill Assist', 'Speed Alert', 'Geo Fence Alert', 'No Of Airbags', 'Eletronic Stability Control', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Touch Screen Size', 'Apple Car Play', 'Android Auto']",26.6 km/kg,1462 CC,86.63bhp@5500rpm,121.5Nm,17,5,Others,Kappa VTVT Petrol Engine,1462,121.5Nm@4200rpm,4,4,MPFI,No,4345mm,1795mm,1645mm,2600mm,1150 - 1185kg,5 Speed,2WD,5,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",17,5,295-litres,DOHC,No,5.4,170 Kmph,13.2 Seconds,1645,1505mm,1503mm,73.0 X 89.4 mm,10.3:1,160
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2016,1876,1.1 CRDi SX Option,₹ 3.77 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1120 cc,Diesel,Third Party insurance,"1,50,000 Kms",Second Owner,,2016,5 Seats,Manual,2016,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Outside Rear View Mirror Turn Indicators', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Rear Camera', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",24.4 kmpl,1120 CC,71bhp@4000rpm,180.4Nm,15,5,Others,U2 CRDI Diesel Engine,1120,180.4Nm@1750-2500rpm,3,4,CRDI,Yes,3995mm,1660mm,1520mm,2425mm,1140,5 Speed ,FWD ,5,Power,Disc ,Drum,Tubeless,15,4,407-litres,DOHC,No,4.7 metres,156 Kmph,18.6 Seconds,1645,1479mm,1493mm,73.0 X 89.4 mm,10.3:1,160
0,Petrol,Hatchback,"1,10,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2009,4341,VXI Minor,₹ 1 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1061 cc,Petrol,Third Party insurance,"1,10,000 Kms",Second Owner,,2016,7 Seats,Manual,2009,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Cup Holders Front', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Wheel Covers', 'Integrated Antenna', 'Tinted Glass', 'Anti Lock Braking System', 'Centeral Locking', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",18.9 kmpl,1061 CC,67bhp@6200rpm,84Nm,14,5,Others,FC Petrol Engine,1061,84Nm@3500rpm,3,4,MPFI,No,3595mm,1495mm,1700mm,2400mm,885kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",14,4,407-litres,DOHC,No,4.6metres,156 Kmph,18.6 Seconds,1350kg,1295mm,1290mm,73.0 X 89.4 mm,10.3:1,160
