Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity
SUV,20000,1,Tata,Tata Harrier,2022,2150000,Diesel,Third Party insurance,Automatic,14.6,1956,167.67,Others,5
SUV,50000,1,Mahindra,Mahindra XUV500,2013,500000,Diesel,Third Party insurance,Manual,15.1,2179,140.0,Others,7
Sedan,110000,2,Maruti,Maruti Swift Dzire,2011,250000,Diesel,Third Party insurance,Manual,19.3,1248,73.9,Others,5
Sedan,20000,1,Skoda,Skoda Slavia,2022,1473000,Petrol,Third Party insurance,Manual,19.47,999,113.98,White,5
Sedan,100000,4,Maruti,Maruti Swift Dzire,2018,650000,Diesel,Third Party insurance,Manual,28.4,1248,74.02,White,5
Sedan,80000,2,Maruti,Maruti SX4,2009,175000,Petrol,Third Party insurance,Manual,15.5,1586,103.3,Silver,5
SUV,76800,1,Ford,Ford Ecosport,2018,750000,Diesel,Third Party insurance,Manual,21.7,1498,98.96,White,5
Hatchback,71711,1,Maruti,Maruti Baleno,2017,690000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Red,5
Hatchback,28406,1,Maruti,Maruti Baleno,2019,714000,Petrol,Zero Dep,Manual,21.4,1197,83.1,Blue,5
Sedan,50000,1,Skoda,Skoda Superb,2020,2680000,Petrol,Third Party insurance,Automatic,14.67,1798,177.46,Others,5
Hatchback,53615,1,Maruti,Maruti Celerio,2019,492000,Petrol,Third Party insurance,Manual,25.24,998,65.71,Silver,5
Hatchback,33959,2,Hyundai,Hyundai Grand i10,2015,401000,Petrol,Third Party,Manual,18.9,1197,82.0,White,5
Hatchback,65300,2,Honda,Honda Jazz,2016,475000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Maroon,5
SUV,49000,1,Jeep,Jeep Compass,2020,1700000,Diesel,Comprehensive,Manual,17.1,1956,170.63,Red,5
Sedan,81000,2,Maruti,Maruti Swift Dzire,2014,525000,Diesel,Comprehensive,Manual,19.3,1248,73.9,White,5
Hatchback,70000,3,Hyundai,Hyundai EON,2014,175000,Petrol,Third Party insurance,Manual,20.3,998,68.05,Others,5
Hatchback,150000,3,Hyundai,Hyundai Santro Xing,2010,130000,CNG,Third Party insurance,Manual,11.88,1086,62.1,Others,5
SUV,62000,1,Kia,Kia Sonet,2021,1150000,Diesel,Comprehensive,Manual,11.88,1493,98.63,Black,5
SUV,40000,1,Maruti,Maruti Vitara Brezza,2020,934000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Others,5
Sedan,110000,1,Volkswagen,Volkswagen Vento,2013,360000,Diesel,Third Party insurance,Manual,20.54,1598,103.6,Others,5
SUV,30000,1,Tata,Tata Nexon,2019,710000,Petrol,Third Party insurance,Manual,17.0,1198,108.5,Others,5
Hatchback,90000,2,Maruti,Maruti Alto 800,2007,150000,Petrol,Third Party insurance,Manual,24.7,796,47.3,Silver,5
Sedan,120000,1,Chevrolet,Chevrolet Cruze,2017,650000,Diesel,Third Party insurance,Manual,17.9,1998,163.7,Others,5
Sedan,90000,4,Honda,Honda Amaze,2014,350000,Diesel,Third Party insurance,Manual,25.8,1498,98.6,Gray,5
Sedan,41521,1,Skoda,Skoda Octavia,2019,2190000,Petrol,Comprehensive,Automatic,15.1,1798,178.0,Brown,5
MUV,80000,1,Toyota,Toyota Innova,2016,1100000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,Gray,8
Hatchback,76000,1,Toyota,Toyota Glanza,2019,625000,Petrol,Comprehensive,Manual,22.35,1197,88.5,Blue,5
Hatchback,100977,2,Hyundai,Hyundai Grand i10,2018,496000,Petrol,Comprehensive,Manual,18.9,1197,81.86,White,5
MUV,23793,1,Maruti,Maruti Ertiga,2015,899000,Diesel,Comprehensive,Manual,24.52,1248,88.5,Grey,7
Sedan,81000,1,Honda,Honda City,2015,675000,Diesel,Comprehensive,Manual,25.1,1498,98.6,Brown,5
SUV,43867,1,Mahindra,Mahindra Bolero Neo,2021,910000,Diesel,Third Party,Manual,17.29,1493,100.0,White,7
SUV,35000,1,Tata,Tata Nexon,2019,830000,Diesel,Comprehensive,Manual,23.22,1497,113.42,Grey,5
SUV,125000,2,Hyundai,Hyundai Creta,2016,950000,Diesel,Comprehensive,Automatic,17.01,1582,126.2,Red,5
Hatchback,83000,2,Hyundai,Hyundai Grand i10,2019,470000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Grey,5
SUV,300,1,BMW,BMW X3,2023,9000000,Petrol,Comprehensive,Automatic,18.9,2998,355.37,Black,5
SUV,84000,1,Hyundai,Hyundai Creta,2017,850000,Diesel,Third Party insurance,Manual,21.38,1396,88.7,White,5
Hatchback,10000,1,Tata,Tata Tiago,2023,665000,Petrol,Third Party insurance,Manual,19.01,1199,84.82,Others,5
Sedan,110000,1,Volkswagen,Volkswagen Vento,2013,360000,Diesel,Third Party insurance,Manual,20.54,1598,103.6,Others,5
SUV,64000,1,Hyundai,Hyundai Creta,2022,1850000,Diesel,Comprehensive,Automatic,20.54,1493,113.45,White,5
Hatchback,90000,4,Maruti,Maruti Alto,2009,120000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Gray,5
Hatchback,56000,2,Honda,Honda Jazz,2019,600000,Petrol,Third Party insurance,Automatic,18.2,1199,88.7,White,5
SUV,120000,2,Ford,Ford Ecosport,2013,360000,Diesel,Third Party insurance,Manual,22.7,1498,89.84,Others,5
Hatchback,75000,1,Hyundai,Hyundai i20,2015,625000,Diesel,Comprehensive,Manual,22.54,1396,88.73,White,5
SUV,26633,1,Honda,Honda WR-V,2019,740000,Petrol,Comprehensive,Manual,17.5,1199,88.7,White,5
Hatchback,100000,2,Maruti,Maruti Alto,2009,142000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Others,5
Sedan,40000,2,Honda,Honda City,2020,1200000,Petrol,Third Party insurance,Automatic,18.3,1498,119.35,Black,5
Hatchback,4527,1,Hyundai,Hyundai Santro,2022,575000,Petrol,Third Party,Manual,20.3,1086,68.05,White,5
Hatchback,25446,1,Datsun,Datsun RediGO,2017,321000,Petrol,Comprehensive,Automatic,23.0,999,67.0,White,5
SUV,50923,1,Honda,Honda WR-V,2019,680000,Petrol,Comprehensive,Manual,17.5,1199,88.7,Silver,5
SUV,56123,1,Maruti,Maruti Vitara Brezza,2017,825000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5
Hatchback,64984,1,Maruti,Maruti Wagon R,2015,396000,Petrol,Comprehensive,Manual,20.51,998,67.04,Silver,5
Hatchback,77561,2,Maruti,Maruti Baleno,2019,742000,Petrol,Zero Dep,Automatic,21.4,1197,83.1,Blue,5
SUV,90000,1,Maruti,Maruti SX4 S Cross,2018,851000,Diesel,Third Party insurance,Manual,25.1,1248,88.5,Others,5
SUV,85123,1,Maruti,Maruti Vitara Brezza,2018,840000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5
Sedan,90456,1,Honda,Honda City,2019,851000,Diesel,Comprehensive,Manual,25.6,1498,97.9,White,5
SUV,94215,1,Jeep,Jeep Compass,2017,1300000,Diesel,Comprehensive,Manual,17.1,1956,170.0,Blue,5
SUV,76200,2,Mahindra,Mahindra XUV500,2016,969999,Diesel,Comprehensive,Manual,16.0,2179,140.0,Grey,7
SUV,59000,1,Honda,Honda WR-V,2019,775000,Petrol,Comprehensive,Manual,17.5,1199,88.7,Brown,5
MUV,80000,1,Toyota,Toyota Innova,2016,1100000,Diesel,Third Party insurance,Manual,12.99,2494,100.6,Gray,8
Sedan,112000,1,Maruti,Maruti Ciaz,2017,700000,Diesel,Comprehensive,Manual,28.09,1248,88.5,Blue,5
SUV,20000,1,Maruti,Maruti Brezza,2023,1100000,Petrol,Third Party insurance,Manual,17.38,1462,101.65,White,5
SUV,20000,1,Tata,Tata Nexon,2020,915000,Petrol,Third Party insurance,Automatic,17.0,1198,108.5,White,5
SUV,46100,1,Volkswagen,Volkswagen Taigun,2021,1850000,Petrol,Comprehensive,Automatic,17.88,1498,147.51,Golden,5
Hatchback,51374,1,Maruti,Maruti Baleno,2020,600000,Petrol,Comprehensive,Manual,21.01,1197,81.8,Blue,5
SUV,40000,1,Maruti,Maruti Vitara Brezza,2019,900000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Others,5
Hatchback,110000,2,Maruti,Maruti Celerio,2019,400000,Petrol,Third Party insurance,Manual,23.1,998,67.04,Others,5
MUV,120000,4,Maruti,Maruti Ertiga,2015,540000,Diesel,Third Party insurance,Manual,24.52,1248,88.5,Others,7
SUV,48089,3,Honda,Honda WR-V,2018,640000,Petrol,Zero Dep,Manual,17.5,1199,88.7,Red,5
Sedan,51046,2,Honda,Honda City,2018,798000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Silver,5
Hatchback,62134,1,Hyundai,Hyundai Grand i10,2015,385000,Petrol,Third Party,Manual,18.9,1197,82.0,White,5
Hatchback,54256,1,Honda,Honda Jazz,2016,484999,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5
Sedan,118046,2,Maruti,Maruti Ciaz,2017,528000,Petrol,Third Party,Manual,20.73,1373,91.1,Silver,5
SUV,44461,1,Skoda,Skoda Kushaq,2021,1000000,Petrol,Comprehensive,Manual,19.2,999,113.98,Red,5
Hatchback,80000,1,Hyundai,Hyundai Grand i10,2020,545000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Others,5
MUV,125000,2,Toyota,Toyota Innova,2015,835000,Diesel,Third Party insurance,Manual,12.8,2494,100.60464,Grey,8
SUV,120000,2,Mahindra,Mahindra Scorpio,2013,635000,Diesel,Third Party insurance,Manual,12.05,2179,120.0,White,8
Sedan,70123,1,Maruti,Maruti Ciaz,2017,621000,Petrol,Comprehensive,Manual,20.73,1373,91.1,Grey,5
SUV,80000,1,Hyundai,Hyundai Creta,2016,850000,Diesel,Third Party insurance,Manual,21.38,1396,88.7,Black,5
Sedan,80000,1,Honda,Honda City,2019,980000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Others,5
SUV,120000,3,Mitsubishi,Mitsubishi Pajero,2007,450000,Diesel,Third Party insurance,Manual,10.5,2835,107.2,Black,6
SUV,114756,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,3190000,Diesel,Comprehensive,Automatic,15.26,2143,203.2,Blue,5
MUV,23793,1,Maruti,Maruti Ertiga,2016,899000,Diesel,Comprehensive,Manual,24.52,1248,88.5,Grey,7
SUV,100181,2,Toyota,Toyota Fortuner,2011,1200000,Diesel,Comprehensive,Manual,11.5,2982,168.66072,Grey,7
Hatchback,60000,1,Maruti,Maruti Celerio,2016,360000,Petrol,Comprehensive,Manual,21.63,998,67.05,White,5
SUV,16858,1,Kia,Kia Seltos,2019,1395000,Petrol,Comprehensive,Manual,16.5,1353,138.08,Maroon,5
SUV,80000,2,Mahindra,Mahindra TUV 300,2017,600000,Diesel,Third Party insurance,Manual,18.49,1493,100.0,Others,7
Hatchback,7414,1,Renault,Renault KWID,2022,453000,Petrol,Third Party,Manual,22.25,799,53.26,Red,5
Hatchback,18206,1,Ford,Ford Figo,2020,534000,Petrol,Third Party,Manual,18.5,1194,94.93,White,5
Sedan,77000,2,Honda,Honda City,2016,610000,Petrol,Comprehensive,Manual,17.8,1497,117.3,Grey,5
SUV,56569,1,Ford,Ford Ecosport,2019,709000,Diesel,Third Party,Manual,23.0,1498,98.96,White,5
Sedan,44461,1,Skoda,Skoda Slavia,2021,1000000,Petrol,Comprehensive,Manual,19.47,999,113.98,Red,5
Hatchback,40000,2,Maruti,Maruti Alto 800,2019,320000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Others,5
Sedan,20000,1,Maruti,Maruti Swift Dzire,2022,890000,Petrol,Third Party insurance,Manual,22.41,1197,88.5,White,5
Sedan,30000,1,Honda,Honda Amaze,2020,725000,Petrol,Third Party insurance,Manual,18.6,1199,88.76,Others,5
SUV,120000,1,Jeep,Jeep Compass,2017,1150000,Diesel,Third Party insurance,Manual,17.1,1956,170.0,Others,5
SUV,90000,2,Hyundai,Hyundai Creta,2017,1010000,Diesel,Third Party insurance,Automatic,17.01,1582,126.2,Others,5
SUV,43919,1,Honda,Honda BR-V,2016,790000,Diesel,Comprehensive,Manual,21.9,1498,98.6,Maroon,7
SUV,80000,1,Hyundai,Hyundai Creta,2015,888000,Diesel,Third Party insurance,Manual,19.67,1582,126.2,White,5
Sedan,72602,2,Hyundai,Hyundai Verna,2016,695000,Diesel,Comprehensive,Automatic,19.08,1582,126.2,White,5
Hatchback,86000,1,Hyundai,Hyundai Grand i10,2016,425000,Petrol,Third Party insurance,Manual,18.9,1197,82.0,Grey,5
Hatchback,32355,1,Renault,Renault KWID,2020,425000,Petrol,Comprehensive,Manual,21.46,999,67.06,Silver,5
Hatchback,40000,2,Hyundai,Hyundai i20,2021,710000,Petrol,Third Party insurance,Manual,21.0,1197,81.8,Others,5
Sedan,30000,1,Honda,Honda City,2020,1060000,Petrol,Third Party insurance,Manual,18.6,1498,119.35,Others,5
SUV,94724,1,BMW,BMW X1,2016,2390000,Diesel,Comprehensive,Automatic,17.05,1995,184.0,Blue,5
Sedan,72916,1,Volvo,Volvo S60 Cross Country,2017,2500000,Diesel,Comprehensive,Automatic,19.6,2400,190.0,Grey,5
Hatchback,100000,1,Maruti,Maruti Wagon R,2016,400000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Others,5
Sedan,41521,1,Skoda,Skoda Octavia,2019,2190000,Petrol,Comprehensive,Automatic,15.1,1798,177.0,Brown,5
SUV,76065,2,Tata,Tata Nexon,2019,723000,Petrol,Comprehensive,Manual,17.0,1198,108.5,White,5
SUV,120000,3,Mitsubishi,Mitsubishi Pajero,2007,450000,Diesel,Third Party insurance,Manual,10.5,2835,107.2,Black,6
Hatchback,9909,2,Maruti,Maruti Baleno,2022,790000,Petrol,Zero Dep,Manual,22.35,1197,88.5,White,5
Sedan,37811,2,Honda,Honda City,2018,795000,Petrol,Third Party,Manual,17.4,1497,117.6,White,5
Sedan,60000,3,Tata,Tata Manza,2014,252000,Diesel,Third Party insurance,Manual,21.02,1248,88.76,Others,5
Sedan,120000,2,Volkswagen,Volkswagen Vento,2015,610000,Diesel,Third Party insurance,Manual,20.34,1498,103.2,Others,5
Sedan,42840,1,Audi,Audi A3,2015,2190000,Diesel,Comprehensive,Automatic,20.38,1968,143.0,White,5
SUV,60000,1,Mahindra,Mahindra XUV300,2019,1019999,Petrol,Third Party insurance,Manual,17.0,1197,110.0,Blue,5
Hatchback,120000,1,Tata,Tata Indica,2013,200000,Diesel,Third Party insurance,Manual,18.0,1248,110.0,Silver,5
Hatchback,70000,2,Maruti,Maruti Swift,2018,650000,Petrol,Comprehensive,Manual,21.21,1197,81.8,Blue,5
SUV,8401,1,MG,MG Astor,2022,1425000,Petrol,Third Party insurance,Automatic,14.82,1498,108.49,Black,5
MUV,16275,1,Kia,Kia Carens,2022,1789999,Petrol,Comprehensive,Automatic,16.5,1353,138.05,Black,6
SUV,30000,1,Ford,Ford Ecosport,2019,630000,Petrol,Third Party insurance,Manual,17.0,1497,121.36,White,5
SUV,22289,1,Kia,Kia Seltos,2021,1450000,Petrol,Comprehensive,Manual,16.8,1497,113.43,White,5
Hatchback,70123,1,Renault,Renault KWID,2018,285000,Petrol,Third Party,Manual,23.01,999,67.0,Red,5
MUV,50123,1,Renault,Renault Triber,2019,535000,Petrol,Comprehensive,Manual,20.0,999,71.01,White,7
Hatchback,70123,1,Maruti,Maruti Celerio,2018,434999,Petrol,Comprehensive,Automatic,21.63,998,67.05,Grey,5
Hatchback,100000,3,Hyundai,Hyundai EON,2016,229999,Petrol,Third Party insurance,Manual,21.1,814,55.2,Others,5
SUV,110000,3,Mahindra,Mahindra XUV500,2014,550000,Diesel,Third Party insurance,Manual,15.1,2179,140.0,Others,7
Sedan,99643,1,Volkswagen,Volkswagen Ameo,2017,574000,Diesel,Third Party,Manual,21.66,1498,108.62,Silver,5
SUV,103116,1,Honda,Honda WR-V,2017,589000,Petrol,Zero Dep,Manual,17.5,1199,88.7,Silver,5
Sedan,120000,1,Chevrolet,Chevrolet Sail,2017,350000,Diesel,Third Party insurance,Manual,22.1,1248,74.0,White,5
Hatchback,43202,1,Maruti,Maruti Alto K10,2017,377000,Petrol,Comprehensive,Automatic,23.95,998,67.1,Silver,5
Sedan,57671,1,Volkswagen,Volkswagen Ameo,2017,544000,Petrol,Comprehensive,Manual,17.0,1198,73.75,Blue,5
Hatchback,70000,3,Hyundai,Hyundai EON,2014,225000,Petrol,Comprehensive,Manual,20.3,998,68.05,Silver,5
SUV,40000,1,MG,MG Hector Plus,2021,1700000,Petrol,Third Party insurance,Automatic,16.56,1451,141.0,Others,6
Sedan,60000,2,Maruti,Maruti Ciaz,2017,600000,Petrol,Third Party insurance,Manual,20.73,1373,91.1,Others,5
SUV,60000,1,Maruti,Maruti Vitara Brezza,2021,869999,Petrol,Third Party insurance,Manual,17.03,1462,103.26,Others,5
Sedan,74700,1,Mercedes-Benz,Mercedes-Benz CLA,2019,2490000,Diesel,Comprehensive,Automatic,17.9,2143,136.0,White,5
Sedan,110000,3,Maruti,Maruti Swift Dzire,2015,500000,Diesel,Third Party insurance,Manual,26.59,1248,74.0,White,5
Hatchback,100000,4,Hyundai,Hyundai i10,2010,180000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Others,5
Sedan,60000,1,Maruti,Maruti Ciaz,2020,800000,Petrol,Third Party insurance,Manual,20.65,1462,103.25,White,5
SUV,62000,1,Jeep,Jeep Compass,2018,1500000,Diesel,Comprehensive,Manual,17.1,1956,170.63,Black,5
SUV,120000,2,BMW,BMW X3,2012,850000,Diesel,Third Party insurance,Automatic,16.09,1995,184.0,Others,5
Sedan,90000,2,Renault,Renault Scala,2014,270000,Diesel,Third Party insurance,Manual,21.64,1461,84.8,White,5
Sedan,120000,3,Hyundai,Hyundai Verna,2013,409999,Diesel,Third Party insurance,Manual,22.32,1582,126.3,Others,5
Sedan,40000,1,Maruti,Maruti Ciaz,2019,725000,Petrol,Third Party insurance,Manual,21.56,1462,103.25,Others,5
SUV,60000,2,Maruti,Maruti Vitara Brezza,2020,900000,Petrol,Third Party insurance,Manual,17.03,1462,103.26,Others,5
Hatchback,50000,1,Maruti,Maruti Baleno,2018,625000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Others,5
Hatchback,42811,1,Maruti,Maruti Baleno,2019,665000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Silver,5
Hatchback,82558,1,Maruti,Maruti Celerio X,2018,453000,Petrol,Zero Dep,Manual,21.63,998,67.0,White,5
Sedan,40000,1,Maruti,Maruti Ciaz,2019,750000,Petrol,Third Party insurance,Manual,21.56,1462,103.25,Others,5
SUV,104521,1,Ford,Ford Ecosport,2018,692000,Diesel,Comprehensive,Manual,23.0,1498,98.96,Blue,5
Hatchback,95745,1,Maruti,Maruti Baleno,2018,525000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5
Hatchback,78000,1,Hyundai,Hyundai Grand i10,2018,480000,Diesel,Third Party insurance,Manual,24.0,1120,70.0,Grey,5
Sedan,90000,3,BMW,BMW 3 Series,2013,1100000,Diesel,Third Party insurance,Automatic,18.88,1995,184.0,Others,5
