Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity
SUV,80000,1,Jeep,Jeep Compass,2018,1400000,Diesel,Third Party insurance,Manual,17.1,1956,170.0,Others,5
SUV,50000,1,Jeep,Jeep Compass,2019,1900000,Diesel,Third Party insurance,Manual,16.3,1956,170.63,Others,5
Hatchback,40000,1,Hyundai,Hyundai i20,2020,740000,Petrol,Third Party insurance,Manual,20.0,998,118.36,Others,5
Sedan,39886,2,Hyundai,Hyundai Aura,2020,766000,Petrol,Third Party,Automatic,20.1,1197,81.86,White,5
SUV,107588,1,Renault,Renault Duster,2014,440000,Diesel,Third Party insurance,Manual,20.45,1461,83.8,White,5
Hatchback,36621,1,Hyundai,Hyundai Grand i10,2017,519000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Red,5
SUV,80000,1,MG,MG Hector Plus,2020,1600000,Diesel,Third Party insurance,Manual,16.65,1956,167.67,Others,6
Hatchback,18900,1,Maruti,Maruti S-Presso,2022,525000,Petrol,Third Party insurance,Manual,24.76,998,65.71,Grey,5
SUV,70754,1,Kia,Kia Seltos,2019,1108000,Diesel,Zero Dep,Manual,20.8,1493,113.43,White,5
Hatchback,59832,1,Maruti,Maruti S-Presso,2020,420000,Petrol,Third Party insurance,Manual,21.7,998,65.71,Grey,5
Sedan,60068,2,Maruti,Maruti Swift Dzire,2017,605000,Petrol,Third Party,Manual,21.21,1197,81.8,Red,5
Hatchback,41261,1,Maruti,Maruti Alto 800,2018,326000,Petrol,Comprehensive,Manual,22.05,796,47.33,Silver,5
SUV,32209,1,Ford,Ford Ecosport,2020,950000,Petrol,Third Party insurance,Manual,17.0,1497,121.31,White,5
Hatchback,75747,1,Honda,Honda Jazz,2018,639000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Brown,5
Hatchback,49241,2,Hyundai,Hyundai i20,2018,712000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,White,5
SUV,100000,2,Mercedes-Benz,Mercedes-Benz GLE,2018,3000000,Diesel,Third Party insurance,Automatic,17.9,2143,201.15,Others,5
SUV,119422,1,Ford,Ford Endeavour,2016,2250000,Diesel,Third Party insurance,Automatic,10.91,3198,197.2,White,7
Hatchback,33488,1,Maruti,Maruti Swift,2021,670000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Blue,5
SUV,30000,1,Mahindra,Mahindra Thar,2021,1650000,Petrol,Third Party insurance,Manual,15.2,1997,150.0,Others,4
Hatchback,21000,1,Tata,Tata Altroz,2022,875000,Petrol,Third Party,Manual,19.33,1199,86.83,White,5
SUV,56545,1,Jeep,Jeep Compass,2018,1600000,Diesel,Third Party insurance,Manual,17.1,1956,170.63,Grey,5
Hatchback,64000,1,Volkswagen,Volkswagen Polo,2017,675000,Petrol,Third Party insurance,Manual,18.78,999,75.0,Blue,5
Sedan,71413,2,Volkswagen,Volkswagen Ameo,2018,533000,Petrol,Third Party insurance,Manual,19.44,999,75.0,White,5
Hatchback,31920,2,Renault,Renault KWID,2020,487000,Petrol,Third Party,Manual,22.3,799,53.26,Red,5
SUV,46000,1,BMW,BMW X1,2019,3390000,Diesel,Comprehensive,Automatic,20.68,1995,188.0,Black,5
Hatchback,9939,2,Maruti,Maruti S-Presso,2022,526000,Petrol,Comprehensive,Manual,21.7,998,65.71,Red,5
Hatchback,7156,1,Maruti,Maruti Baleno,2022,926000,Petrol,Third Party,Manual,21.01,1197,81.8,Blue,5
Sedan,20608,1,Toyota,Toyota Yaris,2018,850000,Petrol,Comprehensive,Manual,17.1,1496,105.94,White,5
Sedan,92000,2,Maruti,Maruti Swift Dzire,2019,725000,Petrol,Comprehensive,Manual,22.0,1197,81.8,Grey,5
Hatchback,67553,2,Maruti,Maruti Celerio,2018,501000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Red,5
Sedan,95286,1,Maruti,Maruti Swift Dzire,2017,577000,Petrol,Third Party,Manual,20.85,1197,83.14,White,5
SUV,66000,1,Mahindra,Mahindra XUV500,2015,894999,Diesel,Comprehensive,Manual,16.0,2179,140.0,Silver,7
Hatchback,35929,1,Hyundai,Hyundai Grand i10,2019,521000,Petrol,Zero Dep,Manual,18.9,1197,81.86,Silver,5
SUV,136035,1,Honda,Honda BR-V,2016,650000,Petrol,Comprehensive,Manual,15.4,1497,117.3,Grey,7
MUV,93997,1,Maruti,Maruti Ertiga,2013,670000,Diesel,Third Party insurance,Manual,20.77,1248,88.8,Silver,7
Sedan,60000,1,Skoda,Skoda Rapid,2018,775000,Petrol,Third Party insurance,Manual,15.41,1598,103.2,Others,5
SUV,52220,1,Maruti,Maruti Vitara Brezza,2019,980000,Diesel,Comprehensive,Manual,24.3,1248,88.5,Red,5
Sedan,61659,2,Maruti,Maruti Ciaz,2019,830000,Petrol,Third Party,Manual,21.56,1462,103.25,White,5
Sedan,65000,1,Maruti,Maruti Swift Dzire,2020,750000,Petrol,Third Party insurance,Manual,22.41,1197,88.5,White,5
Hatchback,120000,1,Mahindra,Mahindra KUV 100 NXT,2018,450000,Diesel,Third Party insurance,Manual,25.32,1198,77.0,Red,6
Hatchback,110000,2,Maruti,Maruti Swift,2017,600000,Diesel,Third Party insurance,Manual,25.2,1248,74.0,Others,5
Hatchback,78969,1,Maruti,Maruti Alto 800,2017,302000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Red,5
Hatchback,38939,2,Hyundai,Hyundai Grand i10 Nios,2021,736000,Petrol,Third Party,Manual,20.7,1197,81.86,Silver,5
Hatchback,88637,1,Maruti,Maruti Ignis,2019,480000,Petrol,Comprehensive,Manual,20.89,1197,81.8,Grey,5
Hatchback,19070,1,Hyundai,Hyundai i20,2021,967000,Petrol,Third Party,Manual,20.0,998,118.36,Red,5
Hatchback,68556,1,Maruti,Maruti S-Presso,2020,432000,Petrol,Zero Dep,Manual,21.7,998,65.71,Silver,5
Hatchback,44356,1,Ford,Ford Figo,2019,600000,Petrol,Not Available,Manual,20.4,1194,94.93,Red,5
Sedan,73143,1,Maruti,Maruti Swift Dzire,2016,610000,Petrol,Third Party,Manual,22.41,1197,88.5,Silver,5
SUV,146769,1,Volvo,Volvo XC60,2012,1250000,Diesel,Third Party insurance,Automatic,14.7,1985,163.0,Black,5
Hatchback,67527,1,Datsun,Datsun GO,2018,337000,Petrol,Third Party insurance,Manual,19.02,1198,67.05,Silver,5
Hatchback,79467,1,Hyundai,Hyundai Santro,2019,527000,Petrol,Comprehensive,Automatic,20.3,1086,68.0,Silver,5
Sedan,103174,1,BMW,BMW 5 Series,2014,1750000,Diesel,Third Party insurance,Automatic,18.12,1995,190.0,White,5
Hatchback,103046,3,Volkswagen,Volkswagen Polo,2017,549000,Petrol,Third Party,Manual,16.2,1199,74.0,White,5
Hatchback,85110,2,Fiat,Fiat Punto EVO,2017,270000,Petrol,Not Available,Manual,15.8,1172,67.1,Hip Hop Black,5
Sedan,114000,1,Tata,Tata Manza,2011,285000,Diesel,Third Party insurance,Manual,19.0,1248,88.7688,Purple,5
SUV,70000,1,Renault,Renault Captur,2017,975000,Diesel,Third Party insurance,Manual,20.37,1461,108.45,Orange,5
Hatchback,72000,1,Hyundai,Hyundai i20,2018,725000,Diesel,Third Party insurance,Manual,22.54,1396,88.73,Blue,5
SUV,20000,1,Hyundai,Hyundai Venue,2023,955000,Petrol,Third Party insurance,Manual,22.54,1197,81.8,Others,5
MUV,32000,1,Kia,Kia Carens,2022,1850000,Diesel,Third Party,Automatic,22.54,1493,114.41,White,6
SUV,20000,1,Hyundai,Hyundai Venue,2023,1010000,Petrol,Third Party insurance,Manual,22.54,1197,81.8,Others,5
SUV,22500,1,Kia,Kia Seltos,2021,1750000,Petrol,Third Party insurance,Automatic,16.8,1497,113.42,Black,5
Hatchback,54708,1,Hyundai,Hyundai i20,2016,621000,Petrol,Comprehensive,Manual,18.6,1197,81.83,Red,5
Hatchback,78031,1,Maruti,Maruti Baleno,2017,633000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5
Sedan,32000,1,BMW,BMW 5 Series,2022,6900000,Diesel,Comprehensive,Automatic,20.37,1995,187.74,White,5
Hatchback,24337,2,Hyundai,Hyundai Grand i10,2019,515000,Petrol,Zero Dep,Manual,18.9,1197,81.86,Silver,5
Hatchback,82243,1,Maruti,Maruti Baleno,2019,679000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Blue,5
SUV,20000,1,Hyundai,Hyundai Creta,2022,1388000,Petrol,Third Party insurance,Manual,21.4,1497,113.18,Others,5
Hatchback,104701,2,Maruti,Maruti Ignis,2017,609000,Petrol,Comprehensive,Automatic,20.89,1197,81.8,White,5
SUV,54000,2,Toyota,Toyota Urban cruiser,2021,1000000,Petrol,Comprehensive,Manual,17.03,1462,103.26,Silver,5
Hatchback,118937,1,Maruti,Maruti Swift,2021,590000,Petrol,Third Party insurance,Manual,22.38,1197,88.5,Red,5
Hatchback,105133,1,Maruti,Maruti Swift,2017,570000,Diesel,Third Party insurance,Manual,25.2,1248,74.0,Red,5
SUV,10000,1,MG,MG Hector,2023,2650000,Petrol,Third Party insurance,Automatic,12.34,1451,141.0,Others,5
Sedan,36290,1,Maruti,Maruti Swift Dzire,2018,679000,Petrol,Third Party,Automatic,21.21,1197,81.8,Brown,5
SUV,10000,1,Mahindra,Mahindra Scorpio N,2023,1800000,Petrol,Third Party insurance,Manual,21.21,1997,200.0,Others,7
Hatchback,29084,1,Hyundai,Hyundai i20,2018,640000,Petrol,Third Party insurance,Manual,18.6,1197,81.86,Blue,5
Hatchback,66911,1,Maruti,Maruti Celerio,2020,475000,Petrol,Third Party insurance,Manual,21.63,998,67.05,White,5
Sedan,110000,1,Honda,Honda City,2011,430000,Petrol,Third Party insurance,Automatic,16.8,1497,116.38575999999999,Others,5
SUV,7033,1,Maruti,Maruti Grand Vitara,2022,1700000,Petrol,Comprehensive,Manual,21.11,1462,101.64,Red,5
SUV,40000,1,Volkswagen,Volkswagen Taigun,2021,1950000,Petrol,Third Party insurance,Manual,17.88,1498,147.51,Gray,5
SUV,80000,2,Mahindra,Mahindra XUV500,2014,700000,Diesel,Third Party insurance,Manual,15.1,2179,140.0,Blue,7
Hatchback,22000,1,Hyundai,Hyundai Grand i10,2018,675000,Petrol,Third Party,Automatic,18.9,1197,81.86,Grey,5
Hatchback,70200,1,Datsun,Datsun GO,2018,430000,Petrol,Third Party insurance,Manual,19.02,1198,67.05,White,5
Hatchback,60004,1,Renault,Renault KWID,2019,420000,Petrol,Third Party insurance,Manual,23.01,999,67.0,Silver,5
Hatchback,60000,1,Maruti,Maruti Wagon R,2020,580000,Petrol,Third Party insurance,Manual,20.52,1197,81.8,Others,5
Hatchback,57078,2,Hyundai,Hyundai i10,2013,334000,Petrol,Third Party,Manual,19.81,1086,68.05,Others,5
Hatchback,63789,1,Maruti,Maruti Ritz,2014,401999,Petrol,Comprehensive,Manual,18.5,1197,85.8,Silver,5
Hatchback,120000,1,Chevrolet,Chevrolet Beat,2016,240000,Diesel,Third Party insurance,Manual,25.44,936,56.3,Others,5
Sedan,118207,2,Maruti,Maruti Ciaz,2018,734000,Diesel,Zero Dep,Automatic,28.09,1248,88.5,Silver,5
Sedan,53000,1,Honda,Honda City,2017,795000,Petrol,Comprehensive,Manual,17.4,1497,117.6,White,5
Hatchback,105224,2,Maruti,Maruti Baleno,2016,570000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Silver,5
Hatchback,20837,2,Hyundai,Hyundai Santro,2021,551000,Petrol,Zero Dep,Manual,20.3,1086,68.05,White,5
Hatchback,100000,2,Hyundai,Hyundai i20,2010,280000,Petrol,Third Party insurance,Manual,18.5,1197,78.90559999999999,Others,5
Hatchback,24021,1,Datsun,Datsun RediGO,2021,463000,Petrol,Third Party insurance,Manual,20.71,799,53.64,Blue,5
Sedan,61000,1,Maruti,Maruti Ciaz,2016,625000,Petrol,Third Party insurance,Manual,20.73,1373,91.1,Grey,5
Sedan,120000,2,Volvo,Volvo S60,2013,800000,Diesel,Third Party insurance,Automatic,9.0,1984,181.0,Others,5
Sedan,64000,2,Ford,Ford Fiesta,2008,200000,Petrol,Third Party insurance,Manual,15.3,1596,99.61832,Black,5
Hatchback,120000,1,Maruti,Maruti Alto,2011,170000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Others,5
SUV,30000,1,Volkswagen,Volkswagen Taigun,2022,1950000,Petrol,Third Party insurance,Manual,17.88,1498,147.51,Others,5
Hatchback,49000,1,Maruti,Maruti Alto 800,2018,325000,Petrol,Third Party insurance,Manual,22.05,796,47.33,White,5
MUV,115000,1,Mahindra,Mahindra Marazzo,2018,750000,Diesel,Third Party insurance,Manual,17.3,1497,121.0,Silver,7
Hatchback,50000,1,Maruti,Maruti Alto 800,2016,275000,Petrol,Third Party insurance,Manual,24.7,796,47.3,Others,5
Hatchback,18569,1,Datsun,Datsun RediGO,2021,447000,Petrol,Third Party,Manual,21.7,999,67.05,Others,5
Hatchback,98455,1,Hyundai,Hyundai Grand i10,2018,578000,Diesel,Third Party insurance,Manual,24.0,1186,73.97,White,5
Sedan,85000,1,Skoda,Skoda Rapid,2015,600000,Diesel,Third Party insurance,Automatic,21.66,1498,103.52,White,5
Sedan,97921,1,Volkswagen,Volkswagen Ameo,2016,524000,Petrol,Third Party,Manual,17.0,1198,73.75,Brown,5
Hatchback,19205,2,Datsun,Datsun RediGO,2020,401999,Petrol,Third Party,Manual,21.7,999,67.05,Others,5
Hatchback,122000,2,Maruti,Maruti Swift,2019,667000,Diesel,Third Party insurance,Manual,28.4,1248,74.0,Red,5
Hatchback,97644,1,Maruti,Maruti Ignis,2018,552000,Petrol,Zero Dep,Manual,20.89,1197,81.8,Blue,5
Hatchback,82000,1,Hyundai,Hyundai i10,2010,265000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Red,5
Hatchback,70607,2,Maruti,Maruti Swift,2013,443000,Diesel,Comprehensive,Manual,22.9,1248,74.0,Silver,5
Sedan,71144,1,Hyundai,Hyundai Verna,2016,721000,Petrol,Third Party insurance,Automatic,17.01,1591,121.3,Silver,5
Sedan,2373,1,Hyundai,Hyundai Verna,2022,1550000,Petrol,Comprehensive,Automatic,18.45,1497,113.18,White,5
Hatchback,56753,1,Hyundai,Hyundai i20,2021,1092000,Petrol,Zero Dep,Automatic,20.28,998,118.41,Others,5
SUV,72000,1,Maruti,Maruti Vitara Brezza,2018,890000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Red,5
Hatchback,64487,2,Maruti,Maruti Baleno,2018,550000,Petrol,Not Available,Manual,21.4,1197,83.1,Nexa Blue,5
Hatchback,95783,1,Maruti,Maruti Baleno,2017,609000,Petrol,Third Party,Manual,21.4,1197,83.1,Silver,5
MUV,60000,2,Tata,Tata Hexa,2019,1450000,Diesel,Third Party insurance,Automatic,17.6,2179,153.86,Blue,7
MUV,59108,1,Maruti,Maruti XL6,2021,1100000,Petrol,Comprehensive,Manual,19.01,1462,103.2,Red,6
Sedan,50000,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,3800000,Diesel,Third Party insurance,Automatic,12.6,1950,194.0,Others,5
SUV,31500,2,Nissan,Nissan Kicks,2020,1199000,Petrol,Comprehensive,Manual,14.23,1330,153.87,Silver,5
SUV,128193,1,Mahindra,Mahindra XUV500,2015,844999,Diesel,Comprehensive,Manual,15.1,2179,140.0,White,7
Sedan,87810,1,Hyundai,Hyundai Verna,2018,1013000,Diesel,Zero Dep,Manual,22.0,1582,126.2,White,5
SUV,64951,2,Hyundai,Hyundai Creta,2017,1008000,Petrol,Comprehensive,Manual,13.0,1591,121.3,Silver,5
Hatchback,50000,2,Hyundai,Hyundai Santro Xing,2012,260000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Red,5
SUV,97161,1,Hyundai,Hyundai Creta,2017,1124000,Diesel,Third Party insurance,Manual,19.67,1582,126.2,Black,5
Sedan,67805,1,Volkswagen,Volkswagen Ameo,2017,609000,Petrol,Zero Dep,Manual,17.0,1198,73.75,Blue,5
SUV,158000,2,Audi,Audi Q3,2014,1450000,Diesel,Third Party insurance,Automatic,15.73,1968,174.33,White,5
Hatchback,70435,2,Maruti,Maruti Alto K10,2014,272000,Petrol,Third Party insurance,Manual,24.39,998,65.71,Silver,5
SUV,49287,1,MG,MG Hector,2020,1500000,Diesel,Comprehensive,Manual,17.41,1956,167.68,Red,5
Hatchback,84759,2,Hyundai,Hyundai Santro,2018,522000,Petrol,Comprehensive,Automatic,20.3,1086,68.0,Red,5
Hatchback,74538,2,Maruti,Maruti Baleno,2017,623000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5
SUV,53000,1,Mahindra,Mahindra Scorpio,2010,585000,Diesel,Third Party insurance,Manual,12.05,2179,120.0,White,8
Hatchback,79024,2,Maruti,Maruti Alto 800,2017,298000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Red,5
Hatchback,80000,1,Maruti,Maruti Celerio,2016,400000,Diesel,Third Party insurance,Manual,27.62,793,47.0,White,5
Sedan,56000,1,Mercedes-Benz,Mercedes-Benz E-Class,2019,4980000,Diesel,Third Party insurance,Automatic,16.1,1950,191.7,White,5
SUV,62125,1,Hyundai,Hyundai Creta,2018,1080000,Diesel,Comprehensive,Manual,19.67,1582,126.2,Blue,5
Hatchback,95596,1,Toyota,Toyota Etios Cross,2014,520000,Diesel,Comprehensive,Manual,23.59,1364,67.06,Silver,5
Hatchback,18500,1,Hyundai,Hyundai Grand i10,2019,680000,Petrol,Comprehensive,Manual,18.9,1197,81.86,White,5
Hatchback,144000,2,Maruti,Maruti Swift,2016,500000,Diesel,Third Party insurance,Manual,28.4,1248,74.0,White,5
Sedan,55200,1,Honda,Honda City,2021,1199000,Petrol,Third Party insurance,Manual,18.6,1498,119.35,Brown,5
Hatchback,188058,1,Hyundai,Hyundai i20,2016,498000,Diesel,Not Available,Manual,22.54,1396,88.73,Passion Red,5
Hatchback,71779,1,Hyundai,Hyundai i20,2016,633000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Red,5
Sedan,101176,3,Honda,Honda City,2015,562000,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Red,5
Hatchback,75000,1,Maruti,Maruti Celerio,2016,475000,Diesel,Third Party insurance,Manual,27.62,793,47.0,White,5
Hatchback,66676,1,Honda,Honda Jazz,2017,601000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Red,5
Hatchback,2236,1,Maruti,Maruti Alto 800,2018,352000,Petrol,Third Party insurance,Manual,22.05,796,47.33,Silver,5
SUV,62000,1,Mahindra,Mahindra Alturas G4,2019,2395000,Diesel,Third Party insurance,Automatic,12.05,2157,178.49,Brown,7
Hatchback,74754,2,Hyundai,Hyundai i10,2012,300000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Silver,5
Hatchback,66244,1,Maruti,Maruti Baleno,2018,720000,Petrol,Third Party insurance,Manual,21.01,1197,81.8,Blue,5
Hatchback,17341,1,Renault,Renault KWID,2022,541000,Petrol,Third Party insurance,Manual,21.46,999,67.06,Silver,5
Hatchback,44675,1,Hyundai,Hyundai Grand i10,2018,513999,Petrol,Third Party insurance,Manual,18.9,1197,81.86,White,5
SUV,70000,3,Mahindra,Mahindra Jeep,2001,395000,Diesel,Third Party insurance,Manual,18.9,2112,81.86,Others,6
Hatchback,30829,1,Maruti,Maruti Baleno,2022,780000,Petrol,Comprehensive,Manual,22.35,1197,88.5,Grey,5
Sedan,100000,2,Tata,Tata Zest,2015,400000,Petrol,Third Party insurance,Manual,17.6,1193,88.7,Others,5
Sedan,53800,1,Maruti,Maruti Ciaz,2019,994999,Diesel,Third Party insurance,Manual,26.82,1498,93.87,Blue,5
SUV,122000,1,Hyundai,Hyundai Creta,2017,940000,Diesel,Third Party insurance,Manual,22.1,1396,88.7,White,5
SUV,107220,1,Mahindra,Mahindra XUV500,2017,1490000,Diesel,Third Party insurance,Manual,16.0,2179,140.0,White,7
Sedan,129000,1,Honda,Honda City,2015,580000,Diesel,Third Party insurance,Manual,26.0,1498,98.6,White,5
SUV,60000,1,Mercedes-Benz,Mercedes-Benz GLS,2017,6695000,Diesel,Third Party,Automatic,11.0,2987,258.0,Silver,7
Hatchback,83829,1,Datsun,Datsun RediGO,2018,375000,Petrol,Third Party insurance,Manual,22.5,999,67.0,Silver,5
SUV,70000,1,Audi,Audi Q5,2017,3000000,Diesel,Third Party insurance,Automatic,14.16,1968,174.3,Others,5
Hatchback,52996,2,Honda,Honda Brio,2013,314000,Petrol,Third Party insurance,Manual,19.4,1198,86.8,White,5
Hatchback,16105,2,Renault,Renault KWID,2021,556000,Petrol,Third Party insurance,Automatic,22.0,999,67.0,Silver,5
Sedan,151901,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,2850000,Diesel,Third Party insurance,Manual,15.8,2148,167.6744,Black,5
Hatchback,15680,1,Maruti,Maruti Baleno,2021,787000,Petrol,Zero Dep,Manual,21.01,1197,81.8,White,5
Hatchback,55065,1,Maruti,Maruti Swift,2019,595000,Petrol,Third Party insurance,Automatic,22.56,1197,88.5,Blue,5
Hatchback,120000,2,Toyota,Toyota Etios Liva,2016,400000,Diesel,Third Party insurance,Manual,23.59,1364,67.04,Silver,5
Hatchback,15518,2,Tata,Tata Tiago,2021,771000,Petrol,Third Party,Automatic,19.0,1199,84.82,White,5
Sedan,39907,1,Honda,Honda Amaze,2018,790000,Diesel,Third Party insurance,Automatic,21.0,1498,78.9,Red,5
Hatchback,45560,1,Hyundai,Hyundai i20,2017,655000,Petrol,Zero Dep,Manual,18.6,1197,81.83,Silver,5
Hatchback,42096,1,Hyundai,Hyundai i10,2012,336000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Yellow,5
Sedan,70500,2,Mercedes-Benz,Mercedes-Benz CLA,2015,1775000,Diesel,Third Party insurance,Automatic,17.9,2143,134.1,Cirrus White,5
Sedan,63886,1,Honda,Honda City,2018,832000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Silver,5
MUV,95600,1,Tata,Tata Hexa,2017,1025000,Diesel,Third Party insurance,Manual,17.6,2179,153.86,Arizona Blue,7
Sedan,101000,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,1995000,Diesel,Third Party insurance,Automatic,13.0,2143,201.1,Silver,5
Sedan,61000,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,2650000,Diesel,Third Party insurance,Automatic,13.0,2143,201.1,White,5
SUV,95000,1,BMW,BMW X1,2016,2450000,Diesel,Third Party insurance,Automatic,17.05,1995,184.0,White,5
SUV,97000,1,Audi,Audi Q3,2017,2550000,Diesel,Third Party insurance,Automatic,15.73,1968,174.33,Black,5
Hatchback,61000,1,Maruti,Maruti Swift,2016,595000,Diesel,Third Party insurance,Manual,25.2,1248,74.0,Red,5
Hatchback,18000,1,Hyundai,Hyundai Grand i10,2017,625000,Petrol,Third Party insurance,Automatic,18.9,1197,81.86,Grey,5
Hatchback,63000,1,Hyundai,Hyundai Grand i10,2016,599000,Petrol,Third Party insurance,Automatic,18.9,1197,82.0,Grey,5
Hatchback,52617,2,Maruti,Maruti Baleno,2018,615000,Petrol,Third Party,Manual,21.4,1197,83.1,Red,5
Hatchback,51865,1,Maruti,Maruti Celerio,2019,513999,Petrol,Third Party insurance,Manual,25.24,998,65.71,White,5
SUV,93000,1,Audi,Audi Q3,2017,2375000,Diesel,Third Party insurance,Manual,17.32,1968,138.13,White,5
Hatchback,110410,1,Maruti,Maruti Swift,2015,458000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Red,5
Sedan,55846,1,Maruti,Maruti Ciaz,2017,700000,Petrol,Third Party,Automatic,19.12,1373,91.1,Brown,5
Hatchback,47000,1,Renault,Renault KWID,2020,515000,Petrol,Third Party insurance,Manual,21.46,999,67.06,Blue,5
SUV,39914,1,Ford,Ford Ecosport,2018,822000,Petrol,Third Party insurance,Manual,17.0,1497,121.31,Blue,5
Hatchback,73000,1,Hyundai,Hyundai Santro Xing,2010,265000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Beige,5
Hatchback,88048,1,Hyundai,Hyundai i20,2016,579000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,White,5
Hatchback,92278,2,Hyundai,Hyundai i10,2013,318000,Petrol,Third Party,Manual,20.36,1197,78.9,Red,5
SUV,260000,1,Toyota,Toyota Qualis,2003,434999,Diesel,Third Party insurance,Manual,20.36,2446,78.9,Silver,8
Sedan,92960,1,Honda,Honda City,2016,643000,Petrol,Comprehensive,Manual,17.8,1497,117.3,Brown,5
Hatchback,63000,1,Tata,Tata Altroz,2020,750000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,White,5
SUV,20000,1,Renault,Renault Kiger,2021,825000,Petrol,Third Party insurance,Automatic,19.03,999,71.01,Blue,5
SUV,7000,1,Jeep,Jeep Compass,2022,2675000,Petrol,Comprehensive,Automatic,14.1,1368,160.77,Galaxy Blue,5
Hatchback,4600,1,Maruti,Maruti S-Presso,2022,610000,Petrol,Comprehensive,Automatic,25.3,998,65.71,Silky Silver,5
Sedan,22800,1,Honda,Honda City,2021,1090000,Petrol,Comprehensive,Manual,17.4,1497,117.6,Modern Steel Metal,5
Sedan,150000,1,Ford,Ford Fiesta,2006,100000,Diesel,Third Party insurance,Manual,17.8,1399,67.06976,Others,5
