Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity
SUV,30100,1,Toyota,Toyota Fortuner,2021,3750000,Diesel,Third Party insurance,Automatic,15.04,2755,174.5,Black,7
Hatchback,9000,1,Maruti,Maruti Wagon R,2022,545000,Petrol,Comprehensive,Manual,24.35,998,65.71,Brown,5
Hatchback,17000,1,Hyundai,Hyundai i20,2022,750000,Petrol,Third Party insurance,Manual,21.0,1197,81.8,Grey,5
SUV,49200,1,Jeep,Jeep Compass,2021,1650000,Diesel,Comprehensive,Automatic,17.1,1956,170.0,Grey,5
Hatchback,35000,2,Hyundai,Hyundai i10,2009,225000,Petrol,Comprehensive,Manual,19.81,1086,68.05,Red,5
SUV,30000,2,Land Rover,Land Rover Range Rover Evoque,2020,5990000,Diesel,Third Party insurance,Automatic,19.81,1999,245.4,Gray,5
Hatchback,54044,1,Maruti,Maruti Alto K10,2017,315000,Petrol,Third Party,Manual,23.95,998,67.05,Silver,5
SUV,6500,1,Tata,Tata Nexon,2021,799000,Petrol,Third Party insurance,Manual,17.33,1199,118.35,Green,5
Sedan,29159,1,Maruti,Maruti Ciaz,2017,526000,Petrol,Zero Dep,Manual,20.73,1373,91.1,Red,5
SUV,30000,2,Land Rover,Land Rover Range Rover Evoque,2020,5990000,Diesel,Third Party insurance,Automatic,20.73,1999,245.4,Silver,5
Sedan,31968,1,Honda,Honda City,2016,675000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,Brown,5
Hatchback,44150,2,Hyundai,Hyundai Grand i10 Nios,2019,612000,Petrol,Third Party,Manual,20.7,1197,81.86,Blue,5
Hatchback,60000,1,Hyundai,Hyundai i20,2010,189000,Petrol,Third Party insurance,Manual,17.0,1197,78.90559999999999,Others,5
SUV,25009,1,Hyundai,Hyundai Creta,2018,990000,Petrol,Comprehensive,Automatic,14.8,1591,121.3,Grey,5
Hatchback,46469,1,Maruti,Maruti Swift,2020,534000,Petrol,Zero Dep,Manual,22.38,1197,88.5,Silver,5
SUV,45000,1,Hyundai,Hyundai Creta,2018,800000,Petrol,Third Party insurance,Manual,13.0,1591,121.3,White,5
Sedan,31577,1,Hyundai,Hyundai Verna,2020,983000,Petrol,Third Party,Manual,17.7,1497,113.18,Black,5
Hatchback,56005,1,Maruti,Maruti Celerio,2014,281000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Red,5
Hatchback,10005,1,Maruti,Maruti Wagon R,2021,535000,Petrol,Comprehensive,Manual,21.79,998,67.05,Brown,5
Hatchback,41163,1,Hyundai,Hyundai Grand i10,2017,475000,Petrol,Comprehensive,Manual,18.9,1197,81.86,Red,5
Sedan,17839,1,Mercedes-Benz,Mercedes-Benz E-Class,2020,5300000,Diesel,Comprehensive,Automatic,16.1,1950,191.7,Grey,5
Sedan,3800,1,Toyota,Toyota Yaris,2019,695000,Petrol,Comprehensive,Manual,17.1,1496,105.5,Red,5
Hatchback,34124,1,Maruti,Maruti Wagon R,2018,395000,Petrol,Comprehensive,Manual,21.79,998,67.05,Blue,5
Hatchback,50000,2,Hyundai,Hyundai i20,2012,200000,Diesel,Third Party insurance,Manual,21.9,1396,88.7688,Others,5
Sedan,48168,1,Honda,Honda City,2018,750000,Petrol,Comprehensive,Manual,17.4,1497,117.6,Maroon,5
MUV,20000,3,Mahindra,Mahindra Marazzo,2019,975000,Diesel,Third Party insurance,Manual,17.3,1497,121.0,Others,8
Sedan,56357,1,Maruti,Maruti Swift Dzire,2018,480000,Petrol,Third Party insurance,Manual,19.0,1197,85.8,White,5
Sedan,60000,1,Maruti,Maruti Swift Dzire,2010,245000,Petrol,Third Party insurance,Manual,17.5,1298,85.8,Blue,5
Hatchback,10585,1,Maruti,Maruti Baleno,2022,719000,Petrol,Comprehensive,Manual,21.01,1197,81.8,Blue,5
Sedan,50000,2,Honda,Honda Civic,2012,375000,Petrol,Third Party insurance,Automatic,13.1,1799,130.19424,Others,5
Sedan,60000,1,Maruti,Maruti Swift Dzire,2010,245000,Petrol,Third Party insurance,Manual,17.5,1298,85.8,Blue,5
SUV,17642,1,Hyundai,Hyundai Creta,2020,1214000,Petrol,Zero Dep,Manual,17.5,1497,113.18,White,5
Hatchback,20000,1,Tata,Tata Tiago,2018,438999,Diesel,Third Party insurance,Manual,27.28,1047,69.0,Others,5
Hatchback,9157,1,Hyundai,Hyundai Grand i10 Nios,2021,753000,Petrol,Third Party,Manual,20.7,1197,81.86,Blue,5
Sedan,65979,2,Honda,Honda Amaze,2016,362000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Others,5
Sedan,65000,1,Skoda,Skoda Rapid,2014,300000,Diesel,Third Party insurance,Manual,20.5,1598,105.0,Golden,5
Hatchback,7940,2,Datsun,Datsun RediGO,2020,389000,Petrol,Comprehensive,Manual,22.5,999,67.0,Silver,5
Hatchback,100000,4,Hyundai,Hyundai Santro Xing,2010,114999,Petrol,Third Party insurance,Manual,22.5,1086,62.0,Black,5
Sedan,40000,1,BMW,BMW 3 Series,2011,865000,Diesel,Comprehensive,Automatic,16.07,1995,181.0,Red,5
Sedan,60000,2,Fiat,Fiat Linea,2011,185000,Petrol,Third Party insurance,Manual,14.6,1368,88.7,Gray,5
Sedan,19859,1,BMW,BMW 5 Series,2019,3950000,Diesel,Comprehensive,Automatic,20.37,1995,187.74,Grey,5
SUV,7405,1,Jeep,Jeep Wrangler,2023,6250000,Petrol,Comprehensive,Automatic,12.1,1998,268.0,White,5
SUV,52922,1,Honda,Honda BR-V,2016,620000,Petrol,Comprehensive,Manual,15.4,1497,117.3,Silver,7
SUV,60000,1,Ford,Ford Ecosport,2015,350000,Petrol,Third Party insurance,Manual,15.85,1499,110.4,Red,5
Hatchback,32000,1,Hyundai,Hyundai Grand i10,2019,463999,Petrol,Comprehensive,Manual,18.9,1197,81.86,Blue,5
Hatchback,47739,2,Honda,Honda Jazz,2017,412000,Petrol,Comprehensive,Manual,18.7,1199,88.7,Red,5
Hatchback,10717,2,Maruti,Maruti Alto K10,2019,375000,Petrol,Third Party,Automatic,23.95,998,67.1,Silver,5
Sedan,41000,1,Honda,Honda City,2015,621000,Diesel,Comprehensive,Manual,25.1,1498,98.6,White,5
Hatchback,17619,2,Hyundai,Hyundai Santro,2020,443000,Petrol,Comprehensive,Manual,20.3,1086,68.07,Silver,5
Hatchback,9221,1,Renault,Renault KWID,2021,422000,Petrol,Comprehensive,Manual,21.74,999,67.0,Red,5
SUV,70000,1,Honda,Honda WR-V,2019,550000,Petrol,Third Party,Manual,17.5,1199,88.7,Silver,5
Hatchback,10519,1,Maruti,Maruti Swift,2019,545000,Petrol,Third Party,Manual,22.38,1197,88.5,Silver,5
Sedan,50000,2,Hyundai,Hyundai Verna,2014,450000,Petrol,Third Party insurance,Manual,17.1,1591,121.3,Others,5
Hatchback,19907,1,Maruti,Maruti Celerio,2022,597000,CNG,Comprehensive,Manual,35.6,998,55.92,Others,5
Hatchback,84771,2,Maruti,Maruti Swift,2015,330000,Petrol,Comprehensive,Manual,22.38,1197,88.5,Silver,5
Hatchback,7000,2,Honda,Honda Brio,2015,595000,Petrol,Comprehensive,Automatic,16.5,1198,86.8,Grey,5
Sedan,50000,1,Honda,Honda City,2017,500000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Grey,5
Sedan,52000,1,Audi,Audi A6,2013,1075000,Diesel,Comprehensive,Automatic,17.68,1968,174.33,White,5
SUV,15407,1,Tata,Tata Nexon,2021,835000,Petrol,Comprehensive,Manual,17.33,1199,118.35,Foliage,5
Hatchback,50000,2,Hyundai,Hyundai i10,2009,175000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5
Sedan,80000,1,Hindustan Motors,Ambassador,1985,495000,Petrol,Comprehensive,Manual,12.8,1817,73.974,Blue,5
Sedan,58000,1,Honda,Honda City,2017,550000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Silver,5
Sedan,14000,1,Hyundai,Hyundai Verna,2021,1025000,Petrol,Third Party insurance,Manual,17.7,1497,113.18,Blue,5
Sedan,80000,3,Hyundai,Hyundai Elantra,2014,350000,Petrol,Third Party insurance,Manual,16.3,1797,147.5,Others,5
Sedan,45000,1,Hyundai,Hyundai Elantra,2017,775000,Petrol,Third Party insurance,Manual,14.59,1999,149.92,Silver,5
Sedan,119236,1,Maruti,Maruti Swift Dzire,2014,306000,Petrol,Third Party insurance,Manual,22.41,1197,88.5,Silver,5
Hatchback,98074,1,Maruti,Maruti Baleno,2016,432000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Red,5
Sedan,40330,1,Mercedes-Benz,Mercedes-Benz C-Class,2013,1080000,Diesel,Comprehensive,Automatic,14.84,2143,170.0,White,5
Sedan,84989,2,Maruti,Maruti Swift Dzire,2014,314000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Silver,5
Hatchback,72017,2,Maruti,Maruti Wagon R,2014,269000,Petrol,Comprehensive,Manual,20.51,998,67.04,Silver,5
MUV,65002,1,Maruti,Maruti Ertiga,2015,521000,Diesel,Comprehensive,Manual,20.77,1248,88.76,Grey,7
Sedan,85862,1,Maruti,Maruti Swift Dzire,2015,342000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Others,5
Hatchback,70000,2,Maruti,Maruti Alto,2011,150000,Petrol,Third Party insurance,Manual,19.7,796,46.3,Others,5
Hatchback,48005,1,Mahindra,Mahindra KUV 100 NXT,2017,407000,Petrol,Third Party,Manual,18.15,1198,82.0,White,6
Hatchback,8625,1,Hyundai,Hyundai Santro,2019,459999,Petrol,Zero Dep,Manual,20.3,1086,68.0,Silver,5
Hatchback,10000,1,Tata,Tata Altroz,2020,725000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,Others,5
Sedan,67000,1,Skoda,Skoda Laura,2012,340000,Diesel,Third Party insurance,Manual,20.0,1968,108.5,Maroon,5
Hatchback,10000,1,Tata,Tata Altroz,2020,735000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,Others,5
SUV,50000,1,Hyundai,Hyundai Creta,2018,1200000,Diesel,Third Party insurance,Manual,19.67,1582,126.2,Others,5
Hatchback,60000,3,Maruti,Maruti Zen Estilo,2011,145000,Petrol,Third Party insurance,Manual,19.0,998,67.1,Red,5
Hatchback,60000,3,Maruti,Maruti Celerio,2017,350000,Petrol,Third Party insurance,Manual,23.1,998,67.04,Others,5
SUV,34000,1,Audi,Audi Q5,2014,1950000,Diesel,Comprehensive,Automatic,14.16,1968,174.3,Brown,5
Hatchback,60000,1,Maruti,Maruti A-Star,2012,300000,Petrol,Third Party insurance,Manual,19.0,998,66.1,Others,5
MUV,152000,1,Toyota,Toyota Innova,2014,695000,Diesel,Comprehensive,Manual,12.99,2494,100.6,Brown,7
SUV,45000,1,Land Rover,Land Rover Range Rover Sport,2014,5600000,Diesel,Third Party,Automatic,12.65,3993,296.0,White,5
Sedan,56766,3,Toyota,Toyota Corolla Altis,2013,399000,Petrol,Third Party insurance,Manual,14.53,1798,138.0,Blue,5
SUV,7114,1,Tata,Tata New Safari,2022,2109000,Diesel,Third Party,Automatic,14.08,1956,167.67,Blue,6
SUV,25508,1,Tata,Tata New Safari,2021,2000000,Diesel,Comprehensive,Automatic,14.08,1956,167.67,Sky Blue,6
Hatchback,39369,1,Maruti,Maruti Wagon R,2012,217000,Petrol,Comprehensive,Manual,18.9,998,67.1,Silver,5
SUV,96707,1,Mahindra,Mahindra XUV500,2018,886000,Diesel,Comprehensive,Manual,18.9,2179,152.87,Others,7
Hatchback,50000,1,Hyundai,Hyundai i20 Active,2016,550000,Petrol,Third Party insurance,Manual,17.19,1197,81.86,Others,5
Hatchback,30345,1,Renault,Renault KWID,2019,327000,Petrol,Third Party,Manual,22.25,799,53.26,Red,5
SUV,128232,1,Toyota,Toyota Fortuner,2016,1775000,Diesel,Comprehensive,Automatic,12.55,2982,168.5,White,7
SUV,54018,1,Honda,Honda WR-V,2017,487000,Petrol,Third Party,Manual,17.5,1199,88.7,Brown,5
Sedan,32007,1,Hyundai,Hyundai Verna,2016,612000,Diesel,Zero Dep,Manual,23.9,1582,126.2,Silver,5
Hatchback,100000,1,Hyundai,Hyundai i10,2015,310000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Others,5
Hatchback,30000,2,Hyundai,Hyundai Santro Xing,2014,245000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Gray,5
Sedan,66452,1,Volvo,Volvo S60 Cross Country,2018,1980000,Diesel,Comprehensive,Automatic,19.6,2400,190.0,Silver,5
SUV,38706,1,Volvo,Volvo XC60,2021,4500000,Diesel,Comprehensive,Automatic,11.2,2400,215.0,White,5
Sedan,80000,1,Honda,Honda City,2018,650000,Petrol,Third Party insurance,Manual,17.4,1497,117.3,Others,5
Sedan,60000,1,Hyundai,Hyundai Verna,2015,750000,Petrol,Third Party insurance,Manual,17.01,1591,121.3,Gray,5
Hatchback,120000,1,Hyundai,Hyundai i20 Active,2016,500000,Petrol,Third Party insurance,Manual,17.19,1197,81.86,Others,5
MUV,150000,2,Chevrolet,Chevrolet Tavera,2012,720000,Diesel,Third Party insurance,Manual,12.2,2499,78.90559999999999,Others,10
Sedan,19000,1,Honda,Honda City,2017,790000,Diesel,Third Party insurance,Manual,26.0,1498,98.6,Brown,5
MUV,260000,1,Toyota,Toyota Innova,2012,645000,Diesel,Comprehensive,Manual,12.8,2494,100.60464,Grey,7
Sedan,71552,1,Honda,Honda City,2014,403000,Petrol,Comprehensive,Manual,17.4,1497,117.3,Brown,5
Hatchback,65039,2,Hyundai,Hyundai Grand i10,2015,301000,Petrol,Third Party,Manual,18.9,1197,82.0,Silver,5
Hatchback,60000,2,Hyundai,Hyundai Santro Xing,2007,40000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Gray,5
Hatchback,73578,1,Renault,Renault KWID,2019,359000,Petrol,Zero Dep,Manual,23.01,999,67.0,Red,5
Hatchback,27160,1,Hyundai,Hyundai Santro,2021,511000,Petrol,Third Party,Automatic,20.3,1086,68.05,Others,5
Hatchback,36000,1,Hyundai,Hyundai i20,2017,425000,Petrol,Comprehensive,Manual,18.6,1197,81.83,Black,5
Hatchback,84367,1,Hyundai,Hyundai Grand i10,2014,277000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Silver,5
MUV,32599,1,Maruti,Maruti Ertiga,2019,750000,Petrol,Third Party insurance,Manual,19.01,1462,103.26,Grey,7
SUV,47530,1,Renault,Renault Duster,2017,551000,Petrol,Third Party,Manual,13.06,1598,102.53,Red,5
Hatchback,35457,1,Honda,Honda Brio,2014,254000,Petrol,Comprehensive,Manual,19.4,1198,86.8,Silver,5
SUV,28134,1,Kia,Kia Seltos,2020,1275000,Petrol,Comprehensive,Automatic,19.4,1497,113.43,Orange,5
SUV,5000,0,Mahindra,Mahindra XUV300,2022,1320000,Petrol,Comprehensive,Automatic,16.5,1197,108.62,White,5
Hatchback,28000,1,Hyundai,Hyundai i10,2011,270000,Petrol,Comprehensive,Automatic,16.95,1197,78.9,Red,5
SUV,20000,1,Jeep,Jeep Compass Trailhawk,2023,2000000,Diesel,Third Party insurance,Automatic,16.95,1998,167.67,Gray,5
SUV,33582,2,Land Rover,Land Rover Range Rover Velar,2020,7900000,Petrol,Comprehensive,Automatic,15.8,1997,247.0,Black,5
Hatchback,46005,1,Hyundai,Hyundai i10,2014,254999,Petrol,Comprehensive,Manual,20.36,1197,78.9,Off White,5
SUV,2565,1,MG,MG Gloster,2021,3450000,Diesel,Comprehensive,Automatic,12.4,1996,215.01,Black,6
Hatchback,28000,1,Maruti,Maruti Swift,2018,535000,Petrol,Comprehensive,Automatic,22.0,1197,81.8,Red,5
Hatchback,32000,1,Honda,Honda Jazz,2015,440000,Petrol,Comprehensive,Automatic,18.2,1199,88.7,White,5
Sedan,45000,1,Maruti,Maruti Swift Dzire,2009,225000,Petrol,Comprehensive,Manual,17.5,1298,85.8,Golden,5
SUV,78565,1,Mahindra,Mahindra XUV500,2019,1295000,Diesel,Comprehensive,Manual,15.1,2179,152.87,White,7
SUV,10197,1,MG,MG Hector,2022,1792000,Petrol,Third Party,Automatic,15.1,1451,141.0,Black,5
Hatchback,60000,2,Hyundai,Hyundai EON,2014,180000,Petrol,Third Party insurance,Manual,21.1,814,55.2,Others,5
Sedan,32844,1,Honda,Honda City,2017,602000,Petrol,Comprehensive,Manual,17.8,1497,117.3,Silver,5
Hatchback,5198,1,Tata,Tata Tiago,2022,743000,CNG,Comprehensive,Manual,26.49,1199,72.0,Black,5
Hatchback,40000,1,Hyundai,Hyundai i20,2013,335000,Petrol,Comprehensive,Manual,18.5,1197,82.85,Bronze,5
Sedan,19355,1,Skoda,Skoda Rapid,2019,750000,Petrol,Comprehensive,Automatic,14.84,1598,103.2,Others,5
Sedan,60000,1,Maruti,Maruti Swift Dzire,2010,240000,Petrol,Third Party insurance,Manual,17.5,1298,85.8,Blue,5
Hatchback,31197,1,Maruti,Maruti Wagon R,2019,474000,Petrol,Third Party,Manual,21.79,998,67.05,Silver,5
Hatchback,6651,1,Datsun,Datsun RediGO,2021,346000,Petrol,Third Party,Manual,21.7,999,67.05,Others,5
Hatchback,60000,3,Chevrolet,Chevrolet Spark,2009,70000,Petrol,Third Party insurance,Manual,18.0,995,62.0,Others,5
SUV,35000,1,Honda,Honda BR-V,2018,745000,Petrol,Comprehensive,Manual,15.4,1497,117.3,Grey,7
Sedan,57000,1,Honda,Honda City,2013,335000,Petrol,Comprehensive,Manual,16.8,1497,116.4,Red,5
Sedan,50469,1,Honda,Honda City,2016,550000,Petrol,Third Party insurance,Automatic,18.0,1497,117.3,Brown,5
Hatchback,32000,1,Maruti,Maruti Swift,2018,524000,Petrol,Comprehensive,Manual,22.0,1197,81.8,Silver,5
Sedan,36000,1,Toyota,Toyota Corolla Altis,2016,850000,Petrol,Comprehensive,Automatic,14.28,1798,138.03,Golden,5
Hatchback,30000,1,Datsun,Datsun RediGO,2018,210000,Petrol,Third Party insurance,Manual,22.7,799,53.64,Others,5
SUV,68042,1,Mahindra,Mahindra XUV500,2018,999000,Diesel,Comprehensive,Automatic,16.0,2179,140.0,Orange,7
Hatchback,65000,2,Hyundai,Hyundai i10,2014,229999,Petrol,Comprehensive,Manual,20.36,1197,78.9,White,5
Hatchback,24000,1,Maruti,Maruti Swift,2020,549000,Petrol,Comprehensive,Manual,20.4,1197,81.8,Blue,5
Sedan,82948,1,Maruti,Maruti Ciaz,2016,520000,Diesel,Comprehensive,Manual,28.09,1248,88.5,Silver,5
Hatchback,23162,2,Maruti,Maruti Zen Estilo,2010,141000,Petrol,Comprehensive,Manual,19.0,998,67.1,Brown,5
Hatchback,45000,1,Maruti,Maruti Ritz,2010,129000,Petrol,Comprehensive,Manual,18.5,1197,85.8,Blue,5
SUV,7281,2,Honda,Honda WR-V,2020,641000,Petrol,Comprehensive,Manual,17.5,1199,88.7,Others,5
Hatchback,29428,1,Hyundai,Hyundai i20 Active,2016,466000,Petrol,Third Party insurance,Manual,17.19,1197,81.86,White,5
SUV,64000,1,Hyundai,Hyundai Creta,2018,844999,Petrol,Comprehensive,Manual,15.8,1591,121.3,White,5
Hatchback,62202,1,Maruti,Maruti Alto 800,2016,215000,Petrol,Comprehensive,Manual,22.05,796,47.33,Others,5
Sedan,47000,1,Honda,Honda City,2018,725000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,White,5
Sedan,13145,1,Tata,Tata Tigor,2022,772000,CNG,Comprehensive,Manual,26.49,1199,72.4,Red,5
Hatchback,119490,1,Hyundai,Hyundai EON,2017,254999,Petrol,Third Party,Manual,21.1,814,55.2,Blue,5
SUV,8000,1,Mahindra,Mahindra XUV500,2021,1673999,Diesel,Comprehensive,Manual,15.1,2179,152.87,White,7
Sedan,45000,1,Honda,Honda City,2015,525000,Diesel,Third Party insurance,Manual,25.1,1498,98.6,Brown,5
Hatchback,46422,1,Maruti,Maruti Wagon R Stingray,2016,295000,Petrol,Comprehensive,Manual,20.51,998,67.04,Grey,5
Hatchback,64000,3,Hyundai,Hyundai i10,2014,235000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Others,5
Sedan,52000,1,Volkswagen,Volkswagen Ameo,2020,495000,Diesel,Comprehensive,Manual,21.66,1498,108.62,Brown,5
Sedan,25000,1,Honda,Honda City,2019,685000,Petrol,Comprehensive,Manual,16.8,1497,116.3,Brown,5
Hatchback,15000,2,Hyundai,Hyundai EON,2013,186000,Petrol,Third Party,Manual,21.1,814,55.2,Blue,5
SUV,45000,1,Kia,Kia Seltos,2020,1265000,Petrol,Comprehensive,Manual,16.5,1353,138.08,Golden,5
SUV,65000,1,Hyundai,Hyundai Creta,2018,894999,Petrol,Comprehensive,Automatic,14.8,1591,121.3,White,5
SUV,65000,1,Jeep,Jeep Compass,2018,950000,Diesel,Third Party,Manual,17.1,1956,170.0,Black,5
Sedan,21628,1,Honda,Honda City,2019,727000,Petrol,Comprehensive,Manual,17.4,1497,117.6,Silver,5
Hatchback,8347,1,Maruti,Maruti Swift,2016,426999,Petrol,Third Party,Manual,22.38,1197,88.5,Silver,5
SUV,72057,2,Mahindra,Mahindra Scorpio,2016,875000,Diesel,Comprehensive,Manual,15.4,2179,120.0,Blue,7
Hatchback,52549,1,Hyundai,Hyundai Grand i10,2017,349000,Petrol,Third Party insurance,Manual,18.9,1197,81.86,Silver,5
Sedan,44540,2,Honda,Honda City,2014,450000,Petrol,Third Party,Automatic,18.0,1497,117.3,Others,5
Hatchback,44000,2,Maruti,Maruti Swift,2014,320000,Petrol,Comprehensive,Manual,18.6,1197,85.8,Silver,5
Hatchback,53084,1,Hyundai,Hyundai Grand i10 Nios,2019,646000,Diesel,Third Party insurance,Manual,26.2,1186,73.97,Silver,5
MUV,10000,2,Maruti,Maruti XL6,2021,950000,Petrol,Third Party insurance,Manual,19.01,1462,103.2,Others,6
Sedan,34339,2,Toyota,Toyota Corolla Altis,2018,1124000,Petrol,Comprehensive,Automatic,14.28,1798,138.03,White,5
SUV,15456,1,Kia,Kia Seltos,2020,1057000,Petrol,Third Party insurance,Manual,16.8,1497,113.43,Red,5
MUV,10000,2,Maruti,Maruti XL6,2021,950000,Petrol,Third Party insurance,Manual,19.01,1462,103.2,Others,6
Hatchback,68000,1,Hyundai,Hyundai Santro,2018,385000,Petrol,Comprehensive,Manual,20.3,1086,68.0,Grey,5
SUV,10000,1,Maruti,Maruti SX4 S Cross,2021,875000,Petrol,Third Party insurance,Manual,18.55,1462,103.25,Others,5
SUV,100000,1,Mahindra,Mahindra TUV 300,2017,520000,Diesel,Third Party insurance,Manual,18.49,1493,100.0,Others,7
SUV,59639,1,Mahindra,Mahindra TUV 300,2019,675000,Diesel,Comprehensive,Manual,18.49,1493,100.0,Red,7
Hatchback,50000,1,Maruti,Maruti Celerio,2017,360000,Petrol,Third Party insurance,Manual,23.1,998,67.04,Others,5
Sedan,37000,1,Audi,Audi A6,2016,1795000,Petrol,Comprehensive,Automatic,15.26,1798,187.74,White,5
Sedan,60000,2,Renault,Renault Scala,2013,235000,Petrol,Third Party insurance,Manual,16.95,1498,97.6,White,5
Hatchback,8000,1,Hyundai,Hyundai i20 N Line,2022,900000,Petrol,Third Party insurance,Manual,20.0,998,118.41,Blue,5
MUV,31000,1,Maruti,Maruti Ertiga,2017,800000,Diesel,Third Party insurance,Manual,24.52,1248,88.5,Silver,7
Sedan,44890,1,Honda,Honda Amaze,2016,357000,Petrol,Comprehensive,Manual,18.0,1198,86.7,Silver,5
SUV,48752,2,Hyundai,Hyundai Creta,2017,620000,Diesel,Comprehensive,Manual,22.1,1396,88.7,Others,5
SUV,10000,1,Tata,Tata New Safari,2022,2350000,Diesel,Third Party insurance,Automatic,14.08,1956,167.67,Others,6
SUV,5151,1,Mahindra,Mahindra KUV 100,2017,372000,Petrol,Third Party,Manual,18.15,1198,82.0,Red,5
Hatchback,28807,1,Maruti,Maruti Alto 800,2017,275000,Petrol,Zero Dep,Manual,22.05,796,47.33,Blue,5
Hatchback,30000,2,Hyundai,Hyundai Santro Xing,2014,220000,Petrol,Third Party insurance,Manual,17.92,1086,62.1,Others,5
Sedan,20593,1,Honda,Honda City,2019,763000,Petrol,Third Party,Manual,17.4,1497,117.6,Silver,5
Hatchback,10000,1,Tata,Tata Altroz,2020,735000,Petrol,Third Party insurance,Manual,19.33,1199,86.83,Others,5
Sedan,82879,2,Honda,Honda Amaze,2015,260000,Petrol,Third Party,Manual,18.0,1198,86.7,Others,5
Sedan,13407,1,Honda,Honda City,2022,1015000,Petrol,Comprehensive,Manual,18.6,1498,119.35,Red,5
Hatchback,100000,1,Maruti,Maruti Ignis,2019,409999,Petrol,Third Party insurance,Manual,20.89,1197,81.8,Others,5
MUV,66000,1,Maruti,Maruti Ertiga,2018,791000,Diesel,Comprehensive,Manual,25.47,1248,88.5,Grey,7
MUV,177000,1,Toyota,Toyota Innova,2015,745000,Diesel,Comprehensive,Manual,12.99,2494,100.6,Silver,7
MUV,21100,1,Toyota,Toyota Innova Crysta,2021,1850000,Diesel,Third Party insurance,Manual,12.0,2393,148.0,Black,7
MUV,120000,1,Tata,Tata Sumo Victa,2005,110000,Diesel,Third Party insurance,Manual,12.2,1948,67.06976,Red,10
Hatchback,100000,1,Hyundai,Hyundai i10,2015,310000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Others,5
Sedan,44227,1,BMW,BMW 6 Series,2018,3900000,Diesel,Comprehensive,Automatic,17.09,2993,261.4,White,4
SUV,70000,3,Toyota,Toyota Fortuner,2015,1350000,Diesel,Third Party insurance,Automatic,12.55,2982,168.5,Silver,7
SUV,45000,1,Honda,Honda WR-V,2019,650000,Petrol,Third Party,Manual,17.5,1199,88.7,Green,5
