Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Mileage,Engine,Max_power,Color,Seating_capacity
MUV,47000,1,Toyota,Toyota Innova Crysta,2019,1750000,Diesel,Comprehensive,Manual,12.0,2393,148.0,Grey,7
SUV,9000,1,Maruti,Maruti Brezza,2022,1295000,Petrol,Third Party,Manual,19.89,1462,101.65,Brown,5
Hatchback,31000,1,Volkswagen,Volkswagen Polo,2019,699000,Petrol,Comprehensive,Manual,18.78,999,75.0,White,5
Hatchback,33709,2,Tata,Tata Tiago,2018,399000,Petrol,Comprehensive,Manual,23.84,1199,84.0,Others,5
Hatchback,123617,1,Maruti,Maruti Ignis,2018,387000,Petrol,Comprehensive,Manual,20.89,1197,81.8,Silver,5
Sedan,31000,1,Audi,Audi A6,2015,1475000,Diesel,Comprehensive,Automatic,17.68,1968,174.33,White,5
Hatchback,45000,1,Hyundai,Hyundai Santro,2019,484999,CNG,Third Party insurance,Manual,30.48,1086,58.0,Grey,5
Hatchback,82000,1,Maruti,Maruti Wagon R,2014,295000,CNG,Third Party insurance,Manual,33.54,998,67.04,White,5
Hatchback,36400,1,Maruti,Maruti Celerio,2015,425000,Petrol,Comprehensive,Automatic,23.1,998,67.04,Red,5
Sedan,75000,2,Mercedes-Benz,Mercedes-Benz S-Class,2017,7125000,Diesel,Comprehensive,Automatic,13.5,2925,281.61,Blue,5
Hatchback,69000,1,Honda,Honda Brio,2013,250000,Petrol,Third Party insurance,Manual,19.4,1198,86.8,Grey,5
Sedan,110000,1,Fiat,Fiat Linea,2015,350000,Diesel,Third Party insurance,Manual,20.4,1248,91.7,Silver,5
SUV,62500,1,Nissan,Nissan Terrano,2016,645000,Diesel,Comprehensive,Automatic,19.61,1461,108.5,Grey,5
Hatchback,20000,1,Renault,Renault KWID,2021,459999,Petrol,Third Party insurance,Manual,22.25,799,53.26,White,5
Sedan,70307,2,Honda,Honda City,2014,458000,Petrol,Zero Dep,Manual,17.4,1497,117.3,Others,5
SUV,50000,1,Audi,Audi Q5,2015,1800000,Diesel,Third Party insurance,Automatic,14.16,1968,174.3,White,5
Hatchback,30000,1,Maruti,Maruti Ignis,2020,580000,Petrol,Third Party insurance,Manual,20.89,1197,81.8,White,5
SUV,65000,1,BMW,BMW X5,2017,4200000,Diesel,Comprehensive,Automatic,15.97,2993,258.0,White,5
Hatchback,4108,2,Maruti,Maruti Ignis,2022,517000,Petrol,Third Party,Manual,20.89,1197,81.8,Silver,5
Hatchback,40000,1,Hyundai,Hyundai i20,2020,750000,Petrol,Comprehensive,Manual,18.6,1197,81.86,White,5
Hatchback,91926,1,Hyundai,Hyundai i10,2012,213000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Others,5
Sedan,40000,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,1450000,Diesel,Third Party insurance,Automatic,13.0,2143,201.1,Silver,5
MUV,40000,1,Maruti,Maruti Ertiga,2021,1100000,CNG,Third Party insurance,Manual,26.08,1462,91.19,Others,7
Hatchback,60000,1,Maruti,Maruti Baleno,2019,611000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Others,5
Hatchback,23200,1,Toyota,Toyota Glanza,2021,745000,Petrol,Third Party insurance,Manual,21.01,1197,81.8,Silver,5
SUV,36000,1,Kia,Kia Seltos,2021,1851000,Diesel,Comprehensive,Automatic,18.0,1493,113.43,Black,5
Hatchback,50000,1,Hyundai,Hyundai Grand i10,2015,415000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Grey,5
SUV,39000,1,Jeep,Jeep Compass,2017,1075000,Diesel,Comprehensive,Manual,17.1,1956,170.0,Silver,5
Hatchback,55000,1,Maruti,Maruti Baleno,2016,550000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Silver,5
Hatchback,55000,1,Tata,Tata Altroz,2020,540000,Petrol,Comprehensive,Manual,19.33,1199,86.83,White,5
MUV,24777,1,Renault,Renault Triber,2019,540000,Petrol,Third Party,Manual,20.0,999,71.01,Yellow,7
SUV,50000,1,Maruti,Maruti Vitara Brezza,2016,575000,Diesel,Third Party insurance,Manual,24.3,1248,88.5,Others,5
SUV,15000,1,Jeep,Jeep Wrangler,2021,6200000,Petrol,Comprehensive,Automatic,12.1,1998,268.0,Black,5
Sedan,50854,2,Maruti,Maruti Swift Dzire,2012,286000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Others,5
Sedan,134000,1,Audi,Audi A6,2014,890000,Diesel,Third Party insurance,Automatic,17.68,1968,174.33,White,5
SUV,33000,1,MG,MG Gloster,2021,3449000,Diesel,Comprehensive,Automatic,12.4,1996,215.01,Black,7
Sedan,34000,1,Hyundai,Hyundai Elantra,2019,1280000,Petrol,Comprehensive,Automatic,14.62,1999,149.92,Blue,5
Sedan,52515,1,Maruti,Maruti Swift Dzire,2014,356000,Petrol,Comprehensive,Manual,22.41,1197,88.5,Silver,5
MUV,45000,1,Toyota,Toyota Innova Crysta,2020,1950000,Petrol,Comprehensive,Manual,8.0,2694,163.6,White,7
Sedan,59000,1,Audi,Audi A6,2015,2089999,Diesel,Third Party insurance,Automatic,18.53,1968,187.74,White,5
Sedan,29582,2,Fiat,Fiat Linea,2009,114999,Petrol,Not Available,Manual,16.0,1368,88.7688,Red,5
SUV,10000,1,Mahindra,Mahindra Scorpio N,2023,1500000,Petrol,Third Party insurance,Manual,16.0,1997,200.0,White,7
Sedan,41000,1,Toyota,Toyota Corolla Altis,2017,1190000,Petrol,Third Party insurance,Automatic,14.28,1798,138.03,White,5
Hatchback,57806,2,Renault,Renault KWID,2017,295000,Petrol,Comprehensive,Manual,25.17,799,53.3,Silver,5
Sedan,20000,1,Honda,Honda City,2019,1000000,Petrol,Third Party insurance,Automatic,18.0,1497,117.6,Golden Brown,5
Hatchback,66227,1,Datsun,Datsun RediGO,2018,213000,Petrol,Zero Dep,Manual,22.7,799,53.64,Silver,5
Hatchback,100000,3,Hyundai,Hyundai i10,2010,135000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Others,5
Hatchback,43220,2,Tata,Tata Tiago,2019,595000,Petrol,Comprehensive,Automatic,23.84,1199,83.83,Grey,5
Sedan,100000,1,Hyundai,Hyundai Xcent,2015,300000,Petrol,Third Party insurance,Manual,18.0,1197,82.0,Others,5
Hatchback,13500,2,Renault,Renault KWID,2018,425000,Petrol,Comprehensive,Manual,23.01,999,67.0,Red,5
Sedan,60000,2,Tata,Tata Tigor,2016,330000,Petrol,Third Party insurance,Manual,23.84,1199,84.0,Others,5
Hatchback,43929,1,Maruti,Maruti Baleno,2016,478000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,White,5
Hatchback,70000,1,Maruti,Maruti Wagon R,2017,450000,Petrol,Third Party insurance,Manual,20.51,998,67.04,Others,5
SUV,70000,2,Mahindra,Mahindra XUV500,2018,900000,Diesel,Third Party insurance,Manual,15.1,2179,152.87,Others,7
Hatchback,50000,1,Maruti,Maruti Baleno,2020,680000,Petrol,Third Party insurance,Manual,21.01,1197,81.8,Others,5
Hatchback,100000,3,Hyundai,Hyundai i10,2010,135000,Petrol,Third Party insurance,Manual,19.81,1086,68.05,Others,5
Hatchback,34250,1,Renault,Renault KWID,2018,385000,Petrol,Comprehensive,Manual,25.17,799,53.3,White,5
Hatchback,90000,2,Honda,Honda Brio,2012,240000,Petrol,Third Party insurance,Manual,19.4,1198,86.8,Others,5
Hatchback,64847,1,Hyundai,Hyundai Grand i10 Nios,2020,626000,CNG,Third Party,Manual,19.4,1197,68.05,Silver,5
SUV,50000,1,Hyundai,Hyundai Creta,2021,1350000,Diesel,Third Party insurance,Manual,19.4,1493,113.98,Black,5
Hatchback,90000,2,Honda,Honda Brio,2012,240000,Petrol,Third Party insurance,Manual,19.4,1198,86.8,Others,5
Hatchback,62150,1,Hyundai,Hyundai i10,2015,345000,Petrol,1,Manual,19.81,1086,68.05,Silver,5
Hatchback,41200,1,Maruti,Maruti Ignis,2018,505000,Petrol,Comprehensive,Automatic,20.89,1197,81.8,White,5
SUV,67000,1,Ford,Ford Ecosport,2018,749000,Petrol,Third Party insurance,Automatic,14.7,1496,120.69,Silver,5
Hatchback,41705,2,Hyundai,Hyundai EON,2011,140000,Petrol,Third Party,Manual,21.1,814,55.2,Silver,5
SUV,9000,1,Mahindra,Mahindra Thar,2021,1500000,Petrol,Comprehensive,Automatic,15.2,1997,150.0,Red,4
SUV,27120,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,2995000,Petrol,Third Party insurance,Automatic,13.7,1991,183.0,Red,5
Hatchback,120000,1,Maruti,Maruti Swift,2014,325000,Diesel,Comprehensive,Manual,25.2,1248,74.0,Others,5
Hatchback,55000,1,Maruti,Maruti Swift,2017,430999,Petrol,Third Party insurance,Manual,20.4,1197,83.11,Grey,5
SUV,69000,1,Hyundai,Hyundai Creta,2017,780000,Petrol,Third Party insurance,Manual,15.8,1591,121.3,White,5
Hatchback,90000,2,Hyundai,Hyundai i10,2009,170000,Petrol,Third Party insurance,Manual,20.36,1197,78.9,Others,5
Hatchback,40000,1,Toyota,Toyota Glanza,2019,530000,Petrol,Zero Dep,Manual,21.01,1197,81.8,Others,5
SUV,18432,1,Maruti,Maruti Vitara Brezza,2021,949000,Petrol,Third Party insurance,Automatic,18.76,1462,103.26,Silver,5
Sedan,43584,1,Honda,Honda Amaze,2016,479000,Petrol,Third Party insurance,Manual,17.8,1198,86.7,White,5
Hatchback,17665,1,Maruti,Maruti Baleno,2017,562000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,White,5
SUV,70000,2,Ford,Ford Ecosport,2017,600000,Diesel,Third Party,Manual,22.77,1498,98.59,Others,5
Sedan,10203,1,Tata,Tata Tigor,2022,735000,Petrol,Third Party insurance,Manual,19.28,1199,84.82,Black,5
Hatchback,70000,2,Hyundai,Hyundai Grand i10,2015,420000,Petrol,Comprehensive,Manual,18.9,1197,82.0,Others,5
Sedan,63000,1,Honda,Honda City,2015,549000,Petrol,Third Party,Manual,16.8,1497,116.3,White,5
Hatchback,45244,2,Volkswagen,Volkswagen Polo,2013,322000,Petrol,Third Party insurance,Manual,16.47,1198,73.9,White,5
Hatchback,80000,2,Hyundai,Hyundai i10,2009,180000,Petrol,Comprehensive,Manual,20.36,1197,78.9,Others,5
Hatchback,77611,2,Maruti,Maruti Baleno,2016,472000,Petrol,Comprehensive,Manual,21.4,1197,83.1,Blue,5
SUV,68000,1,Hyundai,Hyundai Creta,2016,715000,Petrol,Third Party insurance,Manual,15.29,1591,121.3,White,5
Hatchback,110000,1,Maruti,Maruti A-Star,2012,220000,Petrol,Third Party insurance,Manual,19.0,998,66.1,White,5
Sedan,30000,1,Honda,Honda City,2021,900000,Petrol,Comprehensive,Manual,17.4,1497,117.6,Others,5
MUV,15000,1,Toyota,Toyota Innova Crysta,2022,2550000,Petrol,Comprehensive,Automatic,8.0,2694,163.6,White,7
Sedan,67000,1,Honda,Honda City,2014,499000,Petrol,Third Party insurance,Manual,16.8,1497,116.3,Grey,5
SUV,70000,1,Mitsubishi,Mitsubishi Pajero,2014,857000,Diesel,Comprehensive,Manual,13.5,2477,178.0,Others,7
Hatchback,34568,2,Maruti,Maruti Swift,2017,445000,Petrol,Third Party insurance,Manual,20.4,1197,83.11,Silver,5
SUV,10000,1,Mahindra,Mahindra XUV700,2022,2350000,Petrol,Zero Dep,Automatic,20.4,1999,197.13,Others,7
Hatchback,54101,1,Volkswagen,Volkswagen Polo,2017,501000,Petrol,Third Party insurance,Manual,16.2,1199,74.0,Red,5
Hatchback,120000,1,Toyota,Toyota Etios Cross,2015,400000,Diesel,Comprehensive,Manual,23.59,1364,67.06,Others,5
Sedan,67000,1,Honda,Honda Amaze,2016,440000,Petrol,Third Party insurance,Manual,19.5,1199,88.76,Silver,5
Sedan,88952,2,Volkswagen,Volkswagen Vento,2016,631000,Petrol,Comprehensive,Automatic,18.19,1197,103.2,Yellow,5
Hatchback,65000,1,Maruti,Maruti Wagon R,2019,545000,Petrol,Comprehensive,Manual,20.52,1197,81.8,Blue,5
Sedan,69000,2,Honda,Honda City,2015,549000,Petrol,Comprehensive,Automatic,18.0,1497,117.3,Grey,5
Hatchback,50979,1,Maruti,Maruti Wagon R,2012,243000,Petrol,Comprehensive,Manual,18.9,998,67.1,Blue,5
Sedan,95000,2,Audi,Audi A4,2014,890000,Diesel,Third Party insurance,Automatic,17.11,1968,174.33,Grey,5
Hatchback,58696,1,Hyundai,Hyundai i20,2016,546000,Petrol,Third Party insurance,Manual,18.6,1197,81.83,Others,5
SUV,8000,1,BMW,BMW X4,2022,6475000,Petrol,Comprehensive,Automatic,12.81,1998,248.08,Blue,5
SUV,45000,1,Mercedes-Benz,Mercedes-Benz GLA Class,2019,2800000,Diesel,Third Party insurance,Automatic,17.9,2143,136.0,Silver,5
SUV,30000,1,Hyundai,Hyundai Venue,2022,1090000,Petrol,Comprehensive,Automatic,18.15,998,118.35,Blue,5
Hatchback,44000,1,Maruti,Maruti Ignis,2020,575000,Petrol,Comprehensive,Manual,20.89,1197,81.8,White,5
SUV,1600,1,Land Rover,Land Rover Defender,2023,13200000,Petrol,Third Party insurance,Automatic,9.2,1997,296.3,White,5
Sedan,30000,1,Maruti,Maruti Swift Dzire,2022,800000,Petrol,Third Party,Automatic,22.61,1197,88.5,Gray,5
SUV,35011,2,Mahindra,Mahindra Thar,2022,1651000,Diesel,Zero Dep,Automatic,22.61,2184,130.0,Black,4
SUV,18110,1,Tata,Tata Nexon,2021,819999,Petrol,Third Party insurance,Manual,17.33,1199,118.35,White,5
SUV,90000,1,Mahindra,Mahindra XUV500,2014,545000,Diesel,Third Party,Manual,15.1,2179,140.0,Others,7
SUV,24349,2,Honda,Honda WR-V,2017,625000,Petrol,Third Party insurance,Manual,17.5,1199,88.7,Silver,5
SUV,60000,1,Hyundai,Hyundai Creta,2019,800000,Diesel,Zero Dep,Manual,22.1,1396,88.7,White,5
Hatchback,81711,1,Hyundai,Hyundai i20,2017,599000,Petrol,Comprehensive,Manual,18.6,1197,81.83,Blue,5
SUV,101,1,Land Rover,Land Rover Defender,2023,13200000,Petrol,Comprehensive,Automatic,9.2,1997,296.3,White,5
Hatchback,30400,1,Tata,Tata Tiago,2022,725000,CNG,Comprehensive,Manual,26.49,1199,72.0,White,5
Hatchback,23961,2,Hyundai,Hyundai EON,2013,216000,Petrol,Third Party insurance,Manual,21.1,814,55.2,Silver,5
Hatchback,66300,1,Toyota,Toyota Etios Liva,2018,525000,Petrol,Comprehensive,Manual,17.71,1197,78.9,White,5
Coupe,38000,1,Mercedes-Benz,Mercedes-Benz GLC Coupe,2020,6950000,Diesel,Zero Dep,Automatic,16.34,1950,241.38,Grey,5
Hatchback,20802,1,Maruti,Maruti Celerio X,2019,480000,Petrol,Third Party,Manual,21.63,998,67.05,Silver,5
Hatchback,54420,1,Maruti,Maruti Wagon R Stingray,2013,276000,Petrol,Comprehensive,Manual,20.51,998,67.04,Silver,5
Sedan,72000,2,Mercedes-Benz,Mercedes-Benz S-Class,2014,3450000,Diesel,Comprehensive,Automatic,13.5,2987,282.0,Grey,5
SUV,19000,1,Lexus,Lexus RX,2020,8800000,Petrol,Comprehensive,Automatic,18.8,3456,258.81,Black,5
Sedan,92000,1,Hyundai,Hyundai Verna,2012,335000,Petrol,Third Party insurance,Manual,17.01,1591,121.3,White,5
Sedan,24000,1,Audi,Audi A3,2019,2290000,Diesel,Comprehensive,Automatic,20.38,1968,143.0,White,5
SUV,59801,1,Hyundai,Hyundai Creta,2018,1150000,Petrol,Comprehensive,Automatic,14.8,1591,121.3,Silver,5
SUV,32228,1,Maruti,Maruti Vitara Brezza,2020,985000,Petrol,Third Party insurance,Automatic,18.76,1462,103.26,White,5
SUV,102788,3,Mitsubishi,Mitsubishi Outlander,2012,1550000,Petrol,Comprehensive,Manual,11.3,2360,167.6744,White,5
Sedan,88594,1,Honda,Honda Amaze,2018,567000,Diesel,Third Party insurance,Manual,25.8,1498,98.6,Silver,5
Sedan,21000,2,Mercedes-Benz,Mercedes-Benz CLA,2018,2775000,Petrol,Comprehensive,Automatic,15.04,1991,183.0,White,5
SUV,33756,2,Hyundai,Hyundai Creta,2017,880000,Diesel,Zero Dep,Manual,19.67,1582,126.2,White,5
SUV,38192,1,Honda,Honda WR-V,2017,738000,Petrol,Comprehensive,Manual,17.5,1199,88.7,White,5
MUV,50000,1,Kia,Kia Carnival,2020,3050000,Diesel,Comprehensive,Automatic,14.11,2199,197.26,Black,7
Sedan,97411,1,Honda,Honda Amaze,2017,469000,Petrol,Zero Dep,Manual,17.8,1198,86.7,Silver,5
Hatchback,11077,1,Honda,Honda Jazz,2021,935000,Petrol,Third Party insurance,Automatic,17.1,1199,88.5,White,5
SUV,55000,2,Hyundai,Hyundai Creta,2020,1290000,Diesel,Third Party insurance,Manual,19.67,1582,126.2,Blue,5
Sedan,43100,1,Skoda,Skoda Rapid,2016,765000,Petrol,Comprehensive,Automatic,14.3,1598,103.52,Carbon Steel,5
SUV,82501,1,Ford,Ford Ecosport,2018,765000,Diesel,Comprehensive,Manual,23.0,1498,98.96,White,5
Hatchback,91881,1,Maruti,Maruti Baleno,2016,524000,Petrol,Third Party insurance,Manual,21.4,1197,83.1,Blue,5
Hatchback,36000,2,Maruti,Maruti Swift,2017,380000,Petrol,Comprehensive,Manual,20.4,1197,83.11,White,5
Hatchback,62479,2,Maruti,Maruti Baleno,2018,621000,Petrol,Comprehensive,Automatic,21.4,1197,83.1,Silver,5
SUV,53000,2,Mahindra,Mahindra Scorpio,2016,990000,Diesel,Comprehensive,Manual,15.4,1997,120.0,White,7
Hatchback,51000,2,Honda,Honda Brio,2013,229999,Petrol,Comprehensive,Manual,19.4,1198,86.8,Grey,5
Hatchback,63774,1,Hyundai,Hyundai i20,2015,549000,Petrol,Comprehensive,Manual,18.6,1197,81.83,White,5
Sedan,45000,1,Honda,Honda Amaze,2017,475000,Petrol,Third Party,Manual,17.8,1198,86.7,Grey,5
Sedan,21900,1,Hyundai,Hyundai Aura,2021,775000,Petrol,Comprehensive,Manual,20.5,1197,81.86,White,5
Sedan,27381,1,Hyundai,Hyundai Verna,2016,649000,Petrol,Comprehensive,Manual,17.01,1591,121.3,Others,5
Hatchback,54147,2,Maruti,Maruti Alto 800,2017,290000,CNG,Zero Dep,Manual,30.46,796,47.3,White,5
Hatchback,56716,1,Maruti,Maruti Wagon R,2020,551000,CNG,Third Party insurance,Manual,32.52,998,58.33,Others,5
SUV,68000,2,Land Rover,Land Rover Range Rover Sport,2017,7200000,Diesel,Comprehensive,Automatic,12.65,2993,255.0,Black,5
Hatchback,49000,2,Maruti,Maruti Wagon R,2015,295000,Petrol,Comprehensive,Manual,21.79,998,67.05,Grey,5
Sedan,63000,1,Maruti,Maruti Swift Dzire,2016,484999,Petrol,Comprehensive,Manual,20.85,1197,83.14,White,5
Hatchback,77000,1,Tata,Tata Indica V2,2011,195000,Diesel,Comprehensive,Manual,25.0,1396,69.0,Cavern Grey,5
SUV,3000,1,BMW,BMW X1,2023,5400000,Diesel,Comprehensive,Automatic,20.37,1995,147.51,White,5
MUV,54000,1,Toyota,Toyota Innova Crysta,2019,1775000,Diesel,Comprehensive,Automatic,11.36,2755,171.5,Silver,7
Sedan,55000,1,Honda,Honda City,2018,825000,Petrol,Third Party insurance,Manual,17.4,1497,117.6,Silver,5
Sedan,50000,2,Skoda,Skoda Octavia,2018,1650000,Petrol,Comprehensive,Automatic,15.1,1798,178.0,Others,5
SUV,16000,1,Mercedes-Benz,Mercedes-Benz GLS,2022,13799999,Petrol,Zero Dep,Automatic,15.1,2999,362.07,White,7
Sedan,14598,2,Hyundai,Hyundai Verna,2019,1016000,Petrol,Comprehensive,Manual,17.0,1591,121.3,Brown,5
